Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1,discharge_Fan_Vfd_Speed_Sensor_AHU_01_B1
2023-04-17T15:05:00+04:00 Dubai,15.913617134094238°C,37.30054473876953%,47.41239547729492%
2023-04-17T15:10:00+04:00 Dubai,15.913617134094238°C,37.30054473876953%,47.41493225097656%
2023-04-17T15:15:00+04:00 Dubai,15.913617134094238°C,37.30054473876953%,47.00946807861328%
2023-04-17T15:20:00+04:00 Dubai,15.913617134094238°C,37.30054473876953%,47.346435546875%
2023-04-17T15:25:00+04:00 Dubai,15.913617134094238°C,37.30054473876953%,47.415897369384766%
2023-04-17T15:30:00+04:00 Dubai,15.76382827758789°C,37.30054473876953%,47.252689361572266%
2023-04-17T15:35:00+04:00 Dubai,15.76382827758789°C,37.30054473876953%,47.41758728027344%
2023-04-17T15:40:00+04:00 Dubai,15.76382827758789°C,37.30054473876953%,46.5333366394043%
2023-04-17T15:45:00+04:00 Dubai,15.76382827758789°C,37.30054473876953%,47.15699005126953%
2023-04-17T15:50:00+04:00 Dubai,15.614978790283203°C,37.30054473876953%,47.094547271728516%
2023-04-17T15:55:00+04:00 Dubai,15.614978790283203°C,37.30054473876953%,46.537933349609375%
2023-04-17T16:00:00+04:00 Dubai,15.614978790283203°C,37.30054473876953%,46.903358459472656%
2023-04-17T16:05:00+04:00 Dubai,15.464444160461426°C,37.30054473876953%,46.160308837890625%
2023-04-17T16:10:00+04:00 Dubai,15.464444160461426°C,36.27650833129883%,46.18976593017578%
2023-04-17T16:15:00+04:00 Dubai,15.464444160461426°C,35.284934997558594%,46.000091552734375%
2023-04-17T16:20:00+04:00 Dubai,15.464444160461426°C,34.128868103027344%,45.639503479003906%
2023-04-17T16:25:00+04:00 Dubai,15.315828323364258°C,33.0020751953125%,45.6682243347168%
2023-04-17T16:30:00+04:00 Dubai,15.315828323364258°C,30.77998924255371%,45.376529693603516%
2023-04-17T16:35:00+04:00 Dubai,15.472970962524414°C,32.19783020019531%,45.213294982910156%
2023-04-17T16:40:00+04:00 Dubai,15.624150276184082°C,32.19783020019531%,45.20038604736328%
2023-04-17T16:45:00+04:00 Dubai,15.624150276184082°C,32.19783020019531%,44.85878372192383%
2023-04-17T16:50:00+04:00 Dubai,15.624150276184082°C,32.19783020019531%,45.16303253173828%
2023-04-17T16:55:00+04:00 Dubai,15.624150276184082°C,32.19783020019531%,44.84139633178711%
2023-04-17T17:00:00+04:00 Dubai,15.624150276184082°C,32.19783020019531%,44.79572677612305%
2023-04-17T17:05:00+04:00 Dubai,17.51259994506836°C,40.61518096923828%,44.79989242553711%
2023-04-17T17:10:00+04:00 Dubai,18.7778263092041°C,63.3280143737793%,44.92081832885742%
2023-04-17T17:15:00+04:00 Dubai,19.38100814819336°C,82.046630859375%,45.69966125488281%
2023-04-17T17:20:00+04:00 Dubai,19.693096160888672°C,100%,46.122291564941406%
2023-04-17T17:25:00+04:00 Dubai,20.619590759277344°C,100%,46.16347122192383%
2023-04-17T17:30:00+04:00 Dubai,21.408418655395508°C,100%,46.49140930175781%
2023-04-17T17:35:00+04:00 Dubai,22.326414108276367°C,100%,47.31581115722656%
2023-04-17T17:40:00+04:00 Dubai,22.92804527282715°C,100%,47.39761734008789%
2023-04-17T17:45:00+04:00 Dubai,23.234046936035156°C,100%,47.67338180541992%
2023-04-17T17:50:00+04:00 Dubai,23.534530639648438°C,100%,48.313804626464844%
2023-04-17T17:55:00+04:00 Dubai,23.684019088745117°C,100%,48.98827362060547%
2023-04-17T18:00:00+04:00 Dubai,23.83484649658203°C,100%,49.58633041381836%
2023-04-17T18:05:00+04:00 Dubai,23.83484649658203°C,100%,50.14033508300781%
2023-04-17T18:10:00+04:00 Dubai,23.98670196533203°C,100%,50.803367614746094%
2023-04-17T18:15:00+04:00 Dubai,23.98670196533203°C,100%,51.48516845703125%
2023-04-17T18:20:00+04:00 Dubai,23.98670196533203°C,100%,51.99726867675781%
2023-04-17T18:25:00+04:00 Dubai,24.136308670043945°C,100%,52.677398681640625%
2023-04-17T18:30:00+04:00 Dubai,24.136308670043945°C,100%,53.588523864746094%
2023-04-17T18:35:00+04:00 Dubai,24.136308670043945°C,100%,54.297874450683594%
2023-04-17T18:40:00+04:00 Dubai,24.136308670043945°C,100%,54.81526565551758%
2023-04-17T18:45:00+04:00 Dubai,24.286376953125°C,100%,55.30997848510742%
2023-04-17T18:50:00+04:00 Dubai,19.259572982788086°C,100%,55.77758026123047%
2023-04-17T18:55:00+04:00 Dubai,18.314603805541992°C,100%,55.567840576171875%
2023-04-17T19:00:00+04:00 Dubai,17.854473114013672°C,100%,55.190704345703125%
2023-04-17T19:05:00+04:00 Dubai,16.57389259338379°C,100%,55.94833755493164%
2023-04-17T19:10:00+04:00 Dubai,15.292807579040527°C,98.51021575927734%,55.210777282714844%
2023-04-17T19:15:00+04:00 Dubai,14.372743606567383°C,86.01960754394531%,53.545082092285156%
2023-04-17T19:20:00+04:00 Dubai,13.756957054138184°C,72.2427978515625%,52.03749465942383%
2023-04-17T19:25:00+04:00 Dubai,13.458951950073242°C,59.30076599121094%,50.91746520996094%
2023-04-17T19:30:00+04:00 Dubai,13.458951950073242°C,48.246089935302734%,49.715476989746094%
2023-04-17T19:35:00+04:00 Dubai,13.60866641998291°C,40.824623107910156%,48.794960021972656%
2023-04-17T19:40:00+04:00 Dubai,13.917191505432129°C,36.28996658325195%,47.64387130737305%
2023-04-17T19:45:00+04:00 Dubai,14.52540111541748°C,36.28996658325195%,47.38497543334961%
2023-04-17T19:50:00+04:00 Dubai,14.52540111541748°C,31.53008460998535%,46.950538635253906%
2023-04-17T19:55:00+04:00 Dubai,15.14284896850586°C,33.34550857543945%,46.93165969848633%
2023-04-17T20:00:00+04:00 Dubai,15.14284896850586°C,33.34550857543945%,46.47394561767578%
2023-04-17T20:05:00+04:00 Dubai,15.29159164428711°C,33.34550857543945%,46.47465133666992%
2023-04-17T20:10:00+04:00 Dubai,15.29159164428711°C,33.34550857543945%,46.441261291503906%
2023-04-17T20:15:00+04:00 Dubai,15.29159164428711°C,33.34550857543945%,46.50742721557617%
2023-04-17T20:20:00+04:00 Dubai,15.29159164428711°C,32.25732421875%,46.45589065551758%
2023-04-17T20:25:00+04:00 Dubai,15.29159164428711°C,32.25732421875%,46.44081115722656%
2023-04-17T20:30:00+04:00 Dubai,15.29159164428711°C,31.214351654052734%,46.16419219970703%
2023-04-17T20:35:00+04:00 Dubai,15.29159164428711°C,31.214351654052734%,46.28290939331055%
2023-04-17T20:40:00+04:00 Dubai,15.29159164428711°C,30.201702117919922%,46.31551742553711%
2023-04-17T20:45:00+04:00 Dubai,15.29159164428711°C,29.082612991333008%,46.285457611083984%
2023-04-17T20:50:00+04:00 Dubai,15.29159164428711°C,29.082612991333008%,46.27799606323242%
2023-04-17T20:55:00+04:00 Dubai,15.29159164428711°C,28.084739685058594%,46.126373291015625%
2023-04-17T21:00:00+04:00 Dubai,15.29159164428711°C,28.084739685058594%,46.42509460449219%
2023-04-17T21:05:00+04:00 Dubai,15.29159164428711°C,27.085983276367188%,46.11405563354492%
2023-04-17T21:10:00+04:00 Dubai,15.29159164428711°C,26.080995559692383%,46.29999923706055%
2023-04-17T21:15:00+04:00 Dubai,15.29159164428711°C,26.080995559692383%,46.093406677246094%
2023-04-17T21:20:00+04:00 Dubai,15.44328498840332°C,26.20903205871582%,46.316864013671875%
2023-04-17T21:25:00+04:00 Dubai,15.74302864074707°C,26.20903205871582%,46.122135162353516%
2023-04-17T21:30:00+04:00 Dubai,15.74302864074707°C,26.20903205871582%,46.452919006347656%
2023-04-17T21:35:00+04:00 Dubai,15.891767501831055°C,26.20903205871582%,46.15777587890625%
2023-04-17T21:40:00+04:00 Dubai,15.891767501831055°C,26.20903205871582%,46.29728317260742%
2023-04-17T21:45:00+04:00 Dubai,15.891767501831055°C,26.20903205871582%,46.131866455078125%
2023-04-17T21:50:00+04:00 Dubai,15.891767501831055°C,26.20903205871582%,46.40668869018555%
2023-04-17T21:55:00+04:00 Dubai,15.891767501831055°C,26.20903205871582%,46.13776779174805%
2023-04-17T22:00:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.36604690551758%
2023-04-17T22:05:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.133056640625%
2023-04-17T22:10:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.42082595825195%
2023-04-17T22:15:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.128665924072266%
2023-04-17T22:20:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.39863204956055%
2023-04-17T22:25:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.21478271484375%
2023-04-17T22:30:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.144588470458984%
2023-04-17T22:35:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.12343215942383%
2023-04-17T22:40:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.13378143310547%
2023-04-17T22:45:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.129695892333984%
2023-04-17T22:50:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.206809997558594%
2023-04-17T22:55:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.156211853027344%
2023-04-17T23:00:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.13661575317383%
2023-04-17T23:05:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.1341438293457%
2023-04-17T23:10:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.113792419433594%
2023-04-17T23:15:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.126136779785156%
2023-04-17T23:20:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.12187576293945%
2023-04-17T23:25:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.12961196899414%
2023-04-17T23:30:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,45.95990753173828%
2023-04-17T23:35:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,46.119468688964844%
2023-04-17T23:40:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,45.67707824707031%
2023-04-17T23:45:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,45.889068603515625%
2023-04-17T23:50:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,45.75518798828125%
2023-04-17T23:55:00+04:00 Dubai,16.040327072143555°C,26.20903205871582%,45.69361877441406%
2023-04-18T00:00:00+04:00 Dubai,17.71622657775879°C,0%,45.97071838378906%
2023-04-18T00:05:00+04:00 Dubai,18.657516479492188°C,1.2519760131835938%,46.12057876586914%
2023-04-18T00:10:00+04:00 Dubai,17.015230178833008°C,24.061798095703125%,46.05051803588867%
2023-04-18T00:15:00+04:00 Dubai,16.705978393554688°C,21.950092315673828%,45.66291046142578%
2023-04-18T00:20:00+04:00 Dubai,16.705978393554688°C,23.24142074584961%,46.10218811035156%
2023-04-18T00:25:00+04:00 Dubai,16.705978393554688°C,24.4361515045166%,46.02642822265625%
2023-04-18T00:30:00+04:00 Dubai,16.705978393554688°C,25.478561401367188%,46.10725021362305%
2023-04-18T00:35:00+04:00 Dubai,16.705978393554688°C,26.535614013671875%,46.116615295410156%
2023-04-18T00:40:00+04:00 Dubai,16.705978393554688°C,27.606264114379883%,46.13854217529297%
2023-04-18T00:45:00+04:00 Dubai,16.705978393554688°C,27.606264114379883%,46.08088684082031%
2023-04-18T00:50:00+04:00 Dubai,16.705978393554688°C,27.606264114379883%,46.012855529785156%
2023-04-18T00:55:00+04:00 Dubai,16.705978393554688°C,27.606264114379883%,45.9210205078125%
2023-04-18T01:00:00+04:00 Dubai,16.705978393554688°C,27.606264114379883%,45.694190979003906%
2023-04-18T01:05:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.98711013793945%
2023-04-18T01:10:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.657325744628906%
2023-04-18T01:15:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.93496322631836%
2023-04-18T01:20:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.65911865234375%
2023-04-18T01:25:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.783287048339844%
2023-04-18T01:30:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.66106414794922%
2023-04-18T01:35:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.75584411621094%
2023-04-18T01:40:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.65654754638672%
2023-04-18T01:45:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.666107177734375%
2023-04-18T01:50:00+04:00 Dubai,16.556135177612305°C,27.606264114379883%,45.679386138916016%
2023-04-18T01:55:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.68539810180664%
2023-04-18T02:00:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.660057067871094%
2023-04-18T02:05:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.660484313964844%
2023-04-18T02:10:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.75307083129883%
2023-04-18T02:15:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.688472747802734%
2023-04-18T02:20:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.70100402832031%
2023-04-18T02:25:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.68446731567383%
2023-04-18T02:30:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.68662643432617%
2023-04-18T02:35:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.68722915649414%
2023-04-18T02:40:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.68732833862305%
2023-04-18T02:45:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.68696212768555%
2023-04-18T02:50:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.79593276977539%
2023-04-18T02:55:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.4346923828125%
2023-04-18T03:00:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.6589241027832%
2023-04-18T03:05:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.72421646118164%
2023-04-18T03:10:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.667049407958984%
2023-04-18T03:15:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.710182189941406%
2023-04-18T03:20:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.68871307373047%
2023-04-18T03:25:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.639644622802734%
2023-04-18T03:30:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.32658004760742%
2023-04-18T03:35:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.64323043823242%
2023-04-18T03:40:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.55524444580078%
2023-04-18T03:45:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.60403060913086%
2023-04-18T03:50:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.492767333984375%
2023-04-18T03:55:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.495697021484375%
2023-04-18T04:00:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.47124481201172%
2023-04-18T04:05:00+04:00 Dubai,16.407562255859375°C,27.606264114379883%,45.34053421020508%
2023-04-18T04:10:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.376224517822266%
2023-04-18T04:15:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.333709716796875%
2023-04-18T04:20:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.63208770751953%
2023-04-18T04:25:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.66246795654297%
2023-04-18T04:30:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.749332427978516%
2023-04-18T04:35:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.687538146972656%
2023-04-18T04:40:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.6616325378418%
2023-04-18T04:45:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.43840026855469%
2023-04-18T04:50:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.62480163574219%
2023-04-18T04:55:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.25564193725586%
2023-04-18T05:00:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.63355255126953%
2023-04-18T05:05:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.67815017700195%
2023-04-18T05:10:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.24860382080078%
2023-04-18T05:15:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.73628616333008%
2023-04-18T05:20:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.40398406982422%
2023-04-18T05:25:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.28478240966797%
2023-04-18T05:30:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.31975555419922%
2023-04-18T05:35:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.36658477783203%
2023-04-18T05:40:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.30220031738281%
2023-04-18T05:45:00+04:00 Dubai,16.258466720581055°C,27.606264114379883%,45.490413665771484%
2023-04-18T05:50:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.23872756958008%
2023-04-18T05:55:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.44713592529297%
2023-04-18T06:00:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.2462272644043%
2023-04-18T06:05:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.58654022216797%
2023-04-18T06:10:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.23239517211914%
2023-04-18T06:15:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.41814041137695%
2023-04-18T06:20:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.68217468261719%
2023-04-18T06:25:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.662567138671875%
2023-04-18T06:30:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.68423843383789%
2023-04-18T06:35:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.69761276245117%
2023-04-18T06:40:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.681514739990234%
2023-04-18T06:45:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.83600616455078%
2023-04-18T06:50:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,46.122467041015625%
2023-04-18T06:55:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.90274429321289%
2023-04-18T07:00:00+04:00 Dubai,16.10904884338379°C,27.606264114379883%,45.68451690673828%
2023-04-18T07:05:00+04:00 Dubai,16.260692596435547°C,27.606264114379883%,43.86030960083008%
2023-04-18T07:10:00+04:00 Dubai,16.260692596435547°C,27.606264114379883%,43.82845687866211%
2023-04-18T07:15:00+04:00 Dubai,16.410572052001953°C,27.606264114379883%,43.841060638427734%
2023-04-18T07:20:00+04:00 Dubai,16.410572052001953°C,27.606264114379883%,43.94046401977539%
2023-04-18T07:25:00+04:00 Dubai,16.410572052001953°C,27.606264114379883%,43.83878707885742%
2023-04-18T07:30:00+04:00 Dubai,16.410572052001953°C,27.606264114379883%,43.85906219482422%
2023-04-18T07:35:00+04:00 Dubai,16.410572052001953°C,27.606264114379883%,44.11835861206055%
2023-04-18T07:40:00+04:00 Dubai,16.410572052001953°C,27.606264114379883%,43.836036682128906%
2023-04-18T07:45:00+04:00 Dubai,16.410572052001953°C,27.606264114379883%,44.685420989990234%
2023-04-18T07:50:00+04:00 Dubai,16.410572052001953°C,27.606264114379883%,44.30522155761719%
2023-04-18T07:55:00+04:00 Dubai,16.410572052001953°C,27.606264114379883%,44.74430847167969%
2023-04-18T08:00:00+04:00 Dubai,16.410572052001953°C,28.624534606933594%,44.77090072631836%
2023-04-18T08:05:00+04:00 Dubai,16.561399459838867°C,30.04867935180664%,45.93878173828125%
2023-04-18T08:10:00+04:00 Dubai,16.561399459838867°C,31.25972557067871%,46.90167236328125%
2023-04-18T08:15:00+04:00 Dubai,16.709991455078125°C,32.632904052734375%,47.434268951416016%
2023-04-18T08:20:00+04:00 Dubai,16.561391830444336°C,31.420778274536133%,49.10053253173828%
2023-04-18T08:25:00+04:00 Dubai,16.561391830444336°C,31.420778274536133%,50.12961196899414%
2023-04-18T08:30:00+04:00 Dubai,16.561391830444336°C,32.82292175292969%,51.14957809448242%
2023-04-18T08:35:00+04:00 Dubai,16.561391830444336°C,33.83002853393555%,51.542335510253906%
2023-04-18T08:40:00+04:00 Dubai,16.70998764038086°C,35.10549545288086%,51.988868713378906%
2023-04-18T08:45:00+04:00 Dubai,16.70998764038086°C,37.35099411010742%,52.06242752075195%
2023-04-18T08:50:00+04:00 Dubai,16.411022186279297°C,35.86699295043945%,52.892852783203125%
2023-04-18T08:55:00+04:00 Dubai,16.411022186279297°C,35.86699295043945%,53.47554016113281%
2023-04-18T09:00:00+04:00 Dubai,16.411022186279297°C,35.86699295043945%,53.83311080932617%
2023-04-18T09:05:00+04:00 Dubai,16.411022186279297°C,35.86699295043945%,54.64649963378906%
2023-04-18T09:10:00+04:00 Dubai,16.411022186279297°C,35.86699295043945%,55.162353515625%
2023-04-18T09:15:00+04:00 Dubai,16.411022186279297°C,35.86699295043945%,56.38163375854492%
2023-04-18T09:20:00+04:00 Dubai,16.560293197631836°C,35.86699295043945%,57.42986297607422%
2023-04-18T09:25:00+04:00 Dubai,16.560293197631836°C,37.13444900512695%,57.94639205932617%
2023-04-18T09:30:00+04:00 Dubai,16.709047317504883°C,39.9631233215332%,58.53601837158203%
2023-04-18T09:35:00+04:00 Dubai,16.709047317504883°C,41.283695220947266%,59.026824951171875%
2023-04-18T09:40:00+04:00 Dubai,16.54816436767578°C,40.836551666259766%,59.432655334472656%
2023-04-18T09:45:00+04:00 Dubai,16.398948669433594°C,40.836551666259766%,59.444580078125%
2023-04-18T09:50:00+04:00 Dubai,16.248605728149414°C,40.836551666259766%,59.558895111083984%
2023-04-18T09:55:00+04:00 Dubai,16.248605728149414°C,40.836551666259766%,60.23303985595703%
2023-04-18T10:00:00+04:00 Dubai,16.248605728149414°C,40.836551666259766%,59.926971435546875%
2023-04-18T10:05:00+04:00 Dubai,16.248605728149414°C,40.836551666259766%,60.37531280517578%
2023-04-18T10:10:00+04:00 Dubai,16.248605728149414°C,40.836551666259766%,60.46977233886719%
2023-04-18T10:15:00+04:00 Dubai,16.248605728149414°C,40.836551666259766%,60.533931732177734%
2023-04-18T10:20:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,60.47689437866211%
2023-04-18T10:25:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,60.3914909362793%
2023-04-18T10:30:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,60.36372375488281%
2023-04-18T10:35:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,60.36185073852539%
2023-04-18T10:40:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,59.88152313232422%
2023-04-18T10:45:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,59.4427604675293%
2023-04-18T10:50:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,59.831077575683594%
2023-04-18T10:55:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,58.96199417114258%
2023-04-18T11:00:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,58.96981430053711%
2023-04-18T11:05:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,58.95896911621094%
2023-04-18T11:10:00+04:00 Dubai,16.100067138671875°C,40.836551666259766%,58.039146423339844%
2023-04-18T11:15:00+04:00 Dubai,15.947663307189941°C,40.836551666259766%,57.19105911254883%
2023-04-18T11:20:00+04:00 Dubai,15.947663307189941°C,40.836551666259766%,56.98219299316406%
2023-04-18T11:25:00+04:00 Dubai,15.947663307189941°C,40.836551666259766%,56.07503128051758%
2023-04-18T11:30:00+04:00 Dubai,15.947663307189941°C,40.836551666259766%,56.042266845703125%
2023-04-18T11:35:00+04:00 Dubai,15.947663307189941°C,40.836551666259766%,55.11906814575195%
2023-04-18T11:40:00+04:00 Dubai,15.947663307189941°C,40.836551666259766%,54.90143585205078%
2023-04-18T11:45:00+04:00 Dubai,15.7981538772583°C,40.836551666259766%,54.1222038269043%
2023-04-18T11:50:00+04:00 Dubai,15.7981538772583°C,40.836551666259766%,53.92362594604492%
2023-04-18T11:55:00+04:00 Dubai,15.7981538772583°C,40.836551666259766%,53.05859375%
2023-04-18T12:00:00+04:00 Dubai,15.7981538772583°C,40.836551666259766%,52.88601303100586%
2023-04-18T12:05:00+04:00 Dubai,15.7981538772583°C,40.836551666259766%,52.886474609375%
2023-04-18T12:10:00+04:00 Dubai,15.649528503417969°C,40.836551666259766%,52.45395278930664%
2023-04-18T12:15:00+04:00 Dubai,15.649528503417969°C,40.836551666259766%,52.437679290771484%
2023-04-18T12:20:00+04:00 Dubai,15.649528503417969°C,40.836551666259766%,51.72783279418945%
2023-04-18T12:25:00+04:00 Dubai,15.500658988952637°C,40.836551666259766%,51.502384185791016%
2023-04-18T12:30:00+04:00 Dubai,15.500658988952637°C,40.836551666259766%,51.50313949584961%
2023-04-18T12:35:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.51286697387695%
2023-04-18T12:40:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T12:45:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T12:50:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T12:55:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:00:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:05:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:10:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:15:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:20:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:25:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:30:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:35:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:40:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:45:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:50:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T13:55:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T14:00:00+04:00 Dubai,15.500658988952637°C,39.665122985839844%,51.507076263427734%
2023-04-18T14:05:00+04:00 Dubai,15.49772732717949°C,39.507105576364616%,51.39551249721594%
2023-04-18T14:10:00+04:00 Dubai,15.494795665406345°C,39.349088166889395%,51.283948731004145%
2023-04-18T14:15:00+04:00 Dubai,15.491864003633198°C,39.19107075741417%,51.17238496479235%
2023-04-18T14:20:00+04:00 Dubai,15.488932341860052°C,39.03305334793894%,51.060821198580555%
2023-04-18T14:25:00+04:00 Dubai,15.486000680086905°C,38.87503593846371%,50.94925743236876%
