ts,DMC Building 1 Data Quality Tests Dup of AHU_04_B1 Return Air Temp,DMC Building 1 Data Quality Tests New-Point
2023-03-16T04:25:00+04:00 Dubai,23.06911849975586°C,37.83%
2023-03-16T04:30:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T04:35:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T04:40:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T04:45:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T04:50:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T04:55:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:00:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:05:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:10:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:15:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:20:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:25:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:30:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:35:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:40:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:45:00+04:00 Dubai,23.06911849975586°C,36.57%
2023-03-16T05:50:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T05:55:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T06:00:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T06:05:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T06:10:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T06:15:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T06:20:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T06:25:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T06:30:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T06:35:00+04:00 Dubai,23.220497131347656°C,36.57%
2023-03-16T06:40:00+04:00 Dubai,23.220497131347656°C,35.44%
2023-03-16T06:45:00+04:00 Dubai,23.220497131347656°C,34.44%
2023-03-16T06:50:00+04:00 Dubai,23.220497131347656°C,34.44%
2023-03-16T06:55:00+04:00 Dubai,23.220497131347656°C,34.44%
2023-03-16T07:00:00+04:00 Dubai,23.220497131347656°C,34.44%
2023-03-16T07:05:00+04:00 Dubai,23.220497131347656°C,34.44%
2023-03-16T07:10:00+04:00 Dubai,23.36913299560547°C,34.44%
2023-03-16T07:15:00+04:00 Dubai,23.36913299560547°C,34.44%
2023-03-16T07:20:00+04:00 Dubai,23.36913299560547°C,34.44%
2023-03-16T07:25:00+04:00 Dubai,23.36913299560547°C,34.44%
2023-03-16T07:30:00+04:00 Dubai,23.36913299560547°C,34.44%
2023-03-16T07:35:00+04:00 Dubai,23.36913299560547°C,34.44%
2023-03-16T07:40:00+04:00 Dubai,23.36913299560547°C,34.44%
2023-03-16T07:45:00+04:00 Dubai,23.36913299560547°C,34.44%
2023-03-16T07:50:00+04:00 Dubai,23.5186710357666°C,34.44%
2023-03-16T07:55:00+04:00 Dubai,23.5186710357666°C,34.44%
2023-03-16T08:00:00+04:00 Dubai,23.5186710357666°C,34.44%
2023-03-16T08:05:00+04:00 Dubai,23.5186710357666°C,34.44%
2023-03-16T08:10:00+04:00 Dubai,23.5186710357666°C,34.44%
2023-03-16T08:15:00+04:00 Dubai,23.5186710357666°C,34.44%
2023-03-16T08:20:00+04:00 Dubai,23.66827392578125°C,34.44%
2023-03-16T08:25:00+04:00 Dubai,23.66827392578125°C,34.44%
2023-03-16T08:30:00+04:00 Dubai,23.66827392578125°C,34.44%
2023-03-16T08:35:00+04:00 Dubai,23.66827392578125°C,34.44%
2023-03-16T08:40:00+04:00 Dubai,23.66827392578125°C,34.44%
2023-03-16T08:45:00+04:00 Dubai,23.816946029663086°C,34.44%
2023-03-16T08:50:00+04:00 Dubai,23.816946029663086°C,34.44%
2023-03-16T08:55:00+04:00 Dubai,23.816946029663086°C,34.44%
2023-03-16T09:00:00+04:00 Dubai,23.816946029663086°C,34.44%
2023-03-16T09:05:00+04:00 Dubai,23.965648651123047°C,34.44%
2023-03-16T09:10:00+04:00 Dubai,23.965648651123047°C,34.44%
2023-03-16T09:15:00+04:00 Dubai,23.965648651123047°C,34.44%
2023-03-16T09:20:00+04:00 Dubai,24.114410400390625°C,34.44%
2023-03-16T09:25:00+04:00 Dubai,24.114410400390625°C,34.44%
2023-03-16T09:30:00+04:00 Dubai,24.114410400390625°C,35.58%
2023-03-16T09:35:00+04:00 Dubai,24.114410400390625°C,36.69%
2023-03-16T09:40:00+04:00 Dubai,24.114410400390625°C,39.49%
2023-03-16T09:45:00+04:00 Dubai,24.114410400390625°C,40.75%
2023-03-16T09:50:00+04:00 Dubai,24.262954711914062°C,43.05%
2023-03-16T09:55:00+04:00 Dubai,24.262954711914062°C,45.28%
2023-03-16T10:00:00+04:00 Dubai,24.262954711914062°C,42.62%
2023-03-16T10:05:00+04:00 Dubai,24.262954711914062°C,42.62%
2023-03-16T10:10:00+04:00 Dubai,24.262954711914062°C,42.62%
2023-03-16T10:15:00+04:00 Dubai,24.262954711914062°C,42.62%
2023-03-16T10:20:00+04:00 Dubai,24.262954711914062°C,42.62%
2023-03-16T10:25:00+04:00 Dubai,24.262954711914062°C,43.78%
2023-03-16T10:30:00+04:00 Dubai,24.262954711914062°C,44.94%
2023-03-16T10:35:00+04:00 Dubai,24.262954711914062°C,47.30%
2023-03-16T10:40:00+04:00 Dubai,24.262954711914062°C,48.32%
2023-03-16T10:45:00+04:00 Dubai,24.262954711914062°C,49.58%
2023-03-16T10:50:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T10:55:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:00:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:05:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:10:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:15:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:20:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:25:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:30:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:35:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:40:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:45:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:50:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T11:55:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:00:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:05:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:10:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:15:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:20:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:25:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:30:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:35:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:40:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:45:00+04:00 Dubai,24.262954711914062°C,48.02%
2023-03-16T12:50:00+04:00 Dubai,24.262954711914062°C,46.96%
2023-03-16T12:55:00+04:00 Dubai,24.113571166992188°C,46.96%
2023-03-16T13:00:00+04:00 Dubai,24.113571166992188°C,46.96%
2023-03-16T13:05:00+04:00 Dubai,24.113571166992188°C,46.96%
2023-03-16T13:10:00+04:00 Dubai,24.113571166992188°C,46.96%
2023-03-16T13:15:00+04:00 Dubai,24.113571166992188°C,46.96%
2023-03-16T13:20:00+04:00 Dubai,24.113571166992188°C,46.96%
2023-03-16T13:25:00+04:00 Dubai,24.113571166992188°C,46.96%
2023-03-16T13:30:00+04:00 Dubai,24.113571166992188°C,46.96%
2023-03-16T13:35:00+04:00 Dubai,24.113571166992188°C,46.96%
2023-03-16T13:40:00+04:00 Dubai,24.113571166992188°C,82.13%
2023-03-16T13:45:00+04:00 Dubai,24.417722702026367°C,100%
2023-03-16T13:50:00+04:00 Dubai,24.71590232849121°C,100%
2023-03-16T13:55:00+04:00 Dubai,25.02009391784668°C,100%
2023-03-16T14:00:00+04:00 Dubai,25.31846809387207°C,100%
2023-03-16T14:05:00+04:00 Dubai,25.468997955322266°C,100%
2023-03-16T14:10:00+04:00 Dubai,25.770427703857422°C,100%
2023-03-16T14:15:00+04:00 Dubai,25.919937133789062°C,100%
2023-03-16T14:20:00+04:00 Dubai,26.070514678955078°C,100%
2023-03-16T14:25:00+04:00 Dubai,26.070514678955078°C,100%
2023-03-16T14:30:00+04:00 Dubai,26.219839096069336°C,100%
2023-03-16T14:35:00+04:00 Dubai,26.219839096069336°C,100%
2023-03-16T14:40:00+04:00 Dubai,25.92032814025879°C,100%
2023-03-16T14:45:00+04:00 Dubai,25.61832618713379°C,100%
2023-03-16T14:50:00+04:00 Dubai,25.318864822387695°C,100%
2023-03-16T14:55:00+04:00 Dubai,25.018253326416016°C,94.77%
2023-03-16T15:00:00+04:00 Dubai,24.8687686920166°C,78.42%
2023-03-16T15:05:00+04:00 Dubai,24.719324111938477°C,71.70%
2023-03-16T15:10:00+04:00 Dubai,24.57061767578125°C,65.29%
2023-03-16T15:15:00+04:00 Dubai,24.420089721679688°C,59.63%
2023-03-16T15:20:00+04:00 Dubai,24.420089721679688°C,56.01%
2023-03-16T15:25:00+04:00 Dubai,24.271224975585938°C,51.75%
2023-03-16T15:30:00+04:00 Dubai,24.271224975585938°C,47.87%
2023-03-16T15:35:00+04:00 Dubai,24.271224975585938°C,46.16%
2023-03-16T15:40:00+04:00 Dubai,24.271224975585938°C,43.87%
2023-03-16T15:45:00+04:00 Dubai,24.271224975585938°C,42.66%
2023-03-16T15:50:00+04:00 Dubai,24.12206268310547°C,42.66%
2023-03-16T15:55:00+04:00 Dubai,24.12206268310547°C,41.47%
2023-03-16T16:00:00+04:00 Dubai,24.12206268310547°C,40.41%
2023-03-16T16:05:00+04:00 Dubai,24.12206268310547°C,40.41%
2023-03-16T16:10:00+04:00 Dubai,24.12206268310547°C,38.94%
2023-03-16T16:15:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T16:20:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T16:25:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T16:30:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T16:35:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T16:40:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T16:45:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T16:50:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T16:55:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:00:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:05:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:10:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:15:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:20:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:25:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:30:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:35:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:40:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:45:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:50:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T17:55:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T18:00:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T18:05:00+04:00 Dubai,24.12206268310547°C,40.12%
2023-03-16T18:10:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T18:15:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T18:20:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T18:25:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T18:30:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T18:35:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T18:40:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T18:45:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T18:50:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T18:55:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:00:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:05:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:10:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:15:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:20:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:25:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:30:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:35:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:40:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:45:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:50:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T19:55:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:00:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:05:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:10:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:15:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:20:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:25:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:30:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:35:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:40:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:45:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:50:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T20:55:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:00:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:05:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:10:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:15:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:20:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:25:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:30:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:35:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:40:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:45:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:50:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T21:55:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:00:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:05:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:10:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:15:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:20:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:25:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:30:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:35:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:40:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:45:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:50:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T22:55:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:00:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:05:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:10:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:15:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:20:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:25:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:30:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:35:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:40:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:45:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:50:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-16T23:55:00+04:00 Dubai,23.97250747680664°C,40.12%
2023-03-17T00:00:00+04:00 Dubai,23.82356834411621°C,6.52%
2023-03-17T00:05:00+04:00 Dubai,23.82356834411621°C,9.71%
2023-03-17T00:10:00+04:00 Dubai,23.82356834411621°C,28.42%
2023-03-17T00:15:00+04:00 Dubai,23.82356834411621°C,28.42%
2023-03-17T00:20:00+04:00 Dubai,23.673965454101562°C,29.52%
2023-03-17T00:25:00+04:00 Dubai,23.673965454101562°C,30.56%
2023-03-17T00:30:00+04:00 Dubai,23.673965454101562°C,30.56%
2023-03-17T00:35:00+04:00 Dubai,23.673965454101562°C,31.64%
2023-03-17T00:40:00+04:00 Dubai,23.673965454101562°C,32.70%
2023-03-17T00:45:00+04:00 Dubai,23.673965454101562°C,32.70%
2023-03-17T00:50:00+04:00 Dubai,23.673965454101562°C,33.76%
2023-03-17T00:55:00+04:00 Dubai,23.525390625°C,34.87%
2023-03-17T01:00:00+04:00 Dubai,23.525390625°C,34.87%
2023-03-17T01:05:00+04:00 Dubai,23.525390625°C,35.87%
2023-03-17T01:10:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T01:15:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T01:20:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T01:25:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T01:30:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T01:35:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T01:40:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T01:45:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T01:50:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T01:55:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T02:00:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T02:05:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T02:10:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T02:15:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T02:20:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T02:25:00+04:00 Dubai,23.525390625°C,36.87%
2023-03-17T02:30:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T02:35:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T02:40:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T02:45:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T02:50:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T02:55:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:00:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:05:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:10:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:15:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:20:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:25:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:30:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:35:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:40:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:45:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:50:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T03:55:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:00:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:05:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:10:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:15:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:20:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:25:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:30:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:35:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:40:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:45:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:50:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T04:55:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:00:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:05:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:10:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:15:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:20:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:25:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:30:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:35:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:40:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:45:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:50:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T05:55:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:00:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:05:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:10:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:15:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:20:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:25:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:30:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:35:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:40:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:45:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:50:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T06:55:00+04:00 Dubai,23.376855850219727°C,36.87%
2023-03-17T07:00:00+04:00 Dubai,23.526142120361328°C,36.87%
2023-03-17T07:05:00+04:00 Dubai,23.526142120361328°C,36.87%
2023-03-17T07:10:00+04:00 Dubai,23.526142120361328°C,36.87%
2023-03-17T07:15:00+04:00 Dubai,23.526142120361328°C,38.14%
2023-03-17T07:20:00+04:00 Dubai,23.526142120361328°C,38.14%
2023-03-17T07:25:00+04:00 Dubai,23.675161361694336°C,39.20%
2023-03-17T07:30:00+04:00 Dubai,23.675161361694336°C,39.20%
2023-03-17T07:35:00+04:00 Dubai,23.675161361694336°C,40.33%
2023-03-17T07:40:00+04:00 Dubai,23.675161361694336°C,41.46%
2023-03-17T07:45:00+04:00 Dubai,23.675161361694336°C,41.46%
2023-03-17T07:50:00+04:00 Dubai,23.675161361694336°C,41.46%
2023-03-17T07:55:00+04:00 Dubai,23.823884963989258°C,41.46%
2023-03-17T08:00:00+04:00 Dubai,23.823884963989258°C,41.46%
2023-03-17T08:05:00+04:00 Dubai,23.823884963989258°C,41.46%
2023-03-17T08:10:00+04:00 Dubai,23.973039627075195°C,41.46%
2023-03-17T08:15:00+04:00 Dubai,23.973039627075195°C,41.46%
2023-03-17T08:20:00+04:00 Dubai,23.973039627075195°C,41.46%
2023-03-17T08:25:00+04:00 Dubai,23.973039627075195°C,41.46%
2023-03-17T08:30:00+04:00 Dubai,24.122173309326172°C,41.46%
2023-03-17T08:35:00+04:00 Dubai,24.122173309326172°C,41.46%
2023-03-17T08:40:00+04:00 Dubai,24.122173309326172°C,41.46%
2023-03-17T08:45:00+04:00 Dubai,24.122173309326172°C,41.46%
2023-03-17T08:50:00+04:00 Dubai,24.271331787109375°C,41.46%
2023-03-17T08:55:00+04:00 Dubai,24.271331787109375°C,41.46%
2023-03-17T09:00:00+04:00 Dubai,24.271331787109375°C,41.46%
2023-03-17T09:05:00+04:00 Dubai,24.271331787109375°C,42.59%
2023-03-17T09:10:00+04:00 Dubai,24.271331787109375°C,43.65%
2023-03-17T09:15:00+04:00 Dubai,24.271331787109375°C,46.65%
2023-03-17T09:20:00+04:00 Dubai,24.271331787109375°C,45.55%
2023-03-17T09:25:00+04:00 Dubai,24.271331787109375°C,46.58%
2023-03-17T09:30:00+04:00 Dubai,24.271331787109375°C,48.87%
2023-03-17T09:35:00+04:00 Dubai,24.271331787109375°C,49.89%
2023-03-17T09:40:00+04:00 Dubai,24.271331787109375°C,49.89%
2023-03-17T09:45:00+04:00 Dubai,24.271331787109375°C,52.00%
2023-03-17T09:50:00+04:00 Dubai,24.271331787109375°C,53.13%
2023-03-17T09:55:00+04:00 Dubai,24.271331787109375°C,53.13%
2023-03-17T10:00:00+04:00 Dubai,24.271331787109375°C,54.34%
2023-03-17T10:05:00+04:00 Dubai,24.271331787109375°C,55.50%
2023-03-17T10:10:00+04:00 Dubai,24.271331787109375°C,56.64%
2023-03-17T10:15:00+04:00 Dubai,24.271331787109375°C,56.64%
2023-03-17T10:20:00+04:00 Dubai,24.271331787109375°C,56.64%
2023-03-17T10:25:00+04:00 Dubai,24.271331787109375°C,56.64%
2023-03-17T10:30:00+04:00 Dubai,24.271331787109375°C,57.66%
2023-03-17T10:35:00+04:00 Dubai,24.271331787109375°C,57.66%
2023-03-17T10:40:00+04:00 Dubai,24.271331787109375°C,58.71%
2023-03-17T10:45:00+04:00 Dubai,24.271331787109375°C,58.71%
2023-03-17T10:50:00+04:00 Dubai,24.271331787109375°C,59.85%
2023-03-17T10:55:00+04:00 Dubai,24.271331787109375°C,59.85%
2023-03-17T11:00:00+04:00 Dubai,24.271331787109375°C,59.85%
2023-03-17T11:05:00+04:00 Dubai,24.271331787109375°C,61.23%
2023-03-17T11:10:00+04:00 Dubai,24.271331787109375°C,64.45%
2023-03-17T11:15:00+04:00 Dubai,24.271331787109375°C,66.73%
2023-03-17T11:20:00+04:00 Dubai,24.271331787109375°C,70.61%
2023-03-17T11:25:00+04:00 Dubai,24.420629501342773°C,72.69%
2023-03-17T11:30:00+04:00 Dubai,24.420629501342773°C,75.72%
2023-03-17T11:35:00+04:00 Dubai,24.420629501342773°C,77.74%
2023-03-17T11:40:00+04:00 Dubai,24.420629501342773°C,79.06%
2023-03-17T11:45:00+04:00 Dubai,24.420629501342773°C,81.61%
2023-03-17T11:50:00+04:00 Dubai,24.420629501342773°C,82.74%
