ts,DMC Building 1 Data Quality Tests Discharge-Air-Temp-Sensor Copy,DMC Building 1 Data Quality Tests Discharge-Chilled-Water-Cool-Valve-Cmd Copy
2023-06-05T00:40:00+04:00 Dubai,15.605642318725586°C,37.58%
2023-06-05T00:45:00+04:00 Dubai,15.605642318725586°C,37.58%
2023-06-05T00:50:00+04:00 Dubai,15.605642318725586°C,37.58%
2023-06-05T00:55:00+04:00 Dubai,15.605642318725586°C,37.58%
2023-06-05T01:00:00+04:00 Dubai,15.605642318725586°C,37.58%
2023-06-05T01:05:00+04:00 Dubai,15.605642318725586°C,37.58%
2023-06-05T01:10:00+04:00 Dubai,15.605642318725586°C,37.58%
2023-06-05T01:15:00+04:00 Dubai,15.605642318725586°C,37.58%
2023-06-05T01:20:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T01:25:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T01:30:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T01:35:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T01:40:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T01:45:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T01:50:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T01:55:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:00:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:05:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:10:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:15:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:20:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:25:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:30:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:35:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:40:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:45:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:50:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T02:55:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:00:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:05:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:10:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:15:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:20:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:25:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:30:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:35:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:40:00+04:00 Dubai,15.456236839294434°C,37.58%
2023-06-05T03:45:00+04:00 Dubai,15.30757999420166°C,37.58%
2023-06-05T03:50:00+04:00 Dubai,15.30757999420166°C,37.58%
2023-06-05T03:55:00+04:00 Dubai,15.30757999420166°C,37.58%
2023-06-05T04:00:00+04:00 Dubai,15.30757999420166°C,37.58%
2023-06-05T04:05:00+04:00 Dubai,15.30757999420166°C,37.58%
2023-06-05T04:10:00+04:00 Dubai,15.458406448364258°C,37.58%
2023-06-05T04:15:00+04:00 Dubai,15.458406448364258°C,37.58%
2023-06-05T04:20:00+04:00 Dubai,15.458406448364258°C,37.58%
2023-06-05T04:25:00+04:00 Dubai,15.458406448364258°C,37.58%
2023-06-05T04:30:00+04:00 Dubai,15.458406448364258°C,37.58%
2023-06-05T04:35:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T04:40:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T04:45:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T04:50:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T04:55:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:00:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:05:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:10:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:15:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:20:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:25:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:30:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:35:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:40:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:45:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:50:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T05:55:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T06:00:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T06:05:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T06:10:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T06:15:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T06:20:00+04:00 Dubai,15.309511184692383°C,37.58%
2023-06-05T06:25:00+04:00 Dubai,15.459447860717773°C,37.58%
2023-06-05T06:30:00+04:00 Dubai,15.60937213897705°C,38.59%
2023-06-05T06:35:00+04:00 Dubai,15.60937213897705°C,40.00%
2023-06-05T06:40:00+04:00 Dubai,15.60937213897705°C,40.99%
2023-06-05T06:45:00+04:00 Dubai,15.75948429107666°C,44.14%
2023-06-05T06:50:00+04:00 Dubai,15.448049545288086°C,41.68%
2023-06-05T06:55:00+04:00 Dubai,15.297212600708008°C,41.68%
2023-06-05T07:00:00+04:00 Dubai,15.148582458496094°C,41.68%
2023-06-05T07:05:00+04:00 Dubai,15.148582458496094°C,41.68%
2023-06-05T07:10:00+04:00 Dubai,15.148582458496094°C,41.68%
2023-06-05T07:15:00+04:00 Dubai,15.148582458496094°C,41.68%
2023-06-05T07:20:00+04:00 Dubai,15.148582458496094°C,41.68%
2023-06-05T07:25:00+04:00 Dubai,15.148582458496094°C,41.68%
2023-06-05T07:30:00+04:00 Dubai,14.99917221069336°C,41.68%
2023-06-05T07:35:00+04:00 Dubai,14.99917221069336°C,41.68%
2023-06-05T07:40:00+04:00 Dubai,15.1498441696167°C,41.68%
2023-06-05T07:45:00+04:00 Dubai,15.1498441696167°C,41.68%
2023-06-05T07:50:00+04:00 Dubai,15.1498441696167°C,41.68%
2023-06-05T07:55:00+04:00 Dubai,15.1498441696167°C,41.68%
2023-06-05T08:00:00+04:00 Dubai,15.1498441696167°C,41.68%
2023-06-05T08:05:00+04:00 Dubai,15.1498441696167°C,41.68%
2023-06-05T08:10:00+04:00 Dubai,15.29891586303711°C,41.68%
2023-06-05T08:15:00+04:00 Dubai,15.29891586303711°C,41.68%
2023-06-05T08:20:00+04:00 Dubai,15.29891586303711°C,41.68%
2023-06-05T08:25:00+04:00 Dubai,15.29891586303711°C,41.68%
2023-06-05T08:30:00+04:00 Dubai,15.44822883605957°C,41.68%
2023-06-05T08:35:00+04:00 Dubai,15.44822883605957°C,41.68%
2023-06-05T08:40:00+04:00 Dubai,15.597383499145508°C,42.93%
2023-06-05T08:45:00+04:00 Dubai,15.597383499145508°C,44.15%
2023-06-05T08:50:00+04:00 Dubai,15.597383499145508°C,45.37%
2023-06-05T08:55:00+04:00 Dubai,15.597383499145508°C,46.53%
2023-06-05T09:00:00+04:00 Dubai,15.597383499145508°C,47.73%
2023-06-05T09:05:00+04:00 Dubai,15.448201179504395°C,46.33%
2023-06-05T09:10:00+04:00 Dubai,15.448201179504395°C,46.33%
2023-06-05T09:15:00+04:00 Dubai,15.448201179504395°C,46.33%
2023-06-05T09:20:00+04:00 Dubai,15.448201179504395°C,46.33%
2023-06-05T09:25:00+04:00 Dubai,15.92076587677002°C,49.16%
2023-06-05T09:30:00+04:00 Dubai,15.92076587677002°C,53.74%
2023-06-05T09:35:00+04:00 Dubai,16.070436477661133°C,56.35%
2023-06-05T09:40:00+04:00 Dubai,16.070436477661133°C,60.30%
2023-06-05T09:45:00+04:00 Dubai,16.070436477661133°C,62.57%
2023-06-05T09:50:00+04:00 Dubai,15.916767120361328°C,64.09%
2023-06-05T09:55:00+04:00 Dubai,15.448680877685547°C,61.20%
2023-06-05T10:00:00+04:00 Dubai,14.833120346069336°C,61.20%
2023-06-05T10:05:00+04:00 Dubai,15.141715049743652°C,61.20%
2023-06-05T10:10:00+04:00 Dubai,14.990220069885254°C,61.20%
2023-06-05T10:15:00+04:00 Dubai,14.687606811523438°C,61.20%
2023-06-05T10:20:00+04:00 Dubai,17.511014938354492°C,17.70%
2023-06-05T10:25:00+04:00 Dubai,17.56662940979004°C,37.74%
2023-06-05T10:30:00+04:00 Dubai,17.26051139831543°C,41.36%
2023-06-05T10:35:00+04:00 Dubai,16.792739868164062°C,45.79%
2023-06-05T10:40:00+04:00 Dubai,16.64413070678711°C,49.22%
2023-06-05T10:45:00+04:00 Dubai,16.494564056396484°C,52.72%
2023-06-05T10:50:00+04:00 Dubai,16.03692626953125°C,52.72%
2023-06-05T10:55:00+04:00 Dubai,15.886845588684082°C,52.72%
2023-06-05T11:00:00+04:00 Dubai,15.886845588684082°C,52.72%
2023-06-05T11:05:00+04:00 Dubai,15.738161087036133°C,53.85%
2023-06-05T11:10:00+04:00 Dubai,15.738161087036133°C,53.85%
2023-06-05T11:15:00+04:00 Dubai,15.588373184204102°C,53.85%
2023-06-05T11:20:00+04:00 Dubai,15.588373184204102°C,53.85%
2023-06-05T11:25:00+04:00 Dubai,15.588373184204102°C,53.85%
2023-06-05T11:30:00+04:00 Dubai,15.439468383789062°C,53.85%
2023-06-05T11:35:00+04:00 Dubai,15.439468383789062°C,53.85%
2023-06-05T11:40:00+04:00 Dubai,15.439468383789062°C,53.85%
2023-06-05T11:45:00+04:00 Dubai,15.439468383789062°C,53.85%
2023-06-05T11:50:00+04:00 Dubai,15.439468383789062°C,53.85%
2023-06-05T11:55:00+04:00 Dubai,15.439468383789062°C,53.85%
2023-06-05T12:00:00+04:00 Dubai,15.439468383789062°C,53.85%
2023-06-05T12:05:00+04:00 Dubai,15.439468383789062°C,53.85%
2023-06-05T12:10:00+04:00 Dubai,15.592453002929688°C,53.85%
2023-06-05T12:15:00+04:00 Dubai,15.592453002929688°C,56.32%
2023-06-05T12:20:00+04:00 Dubai,15.592453002929688°C,56.32%
2023-06-05T12:25:00+04:00 Dubai,15.44348430633545°C,56.32%
2023-06-05T12:30:00+04:00 Dubai,15.44348430633545°C,56.32%
2023-06-05T12:35:00+04:00 Dubai,15.44348430633545°C,56.32%
2023-06-05T12:40:00+04:00 Dubai,15.44348430633545°C,56.32%
2023-06-05T12:45:00+04:00 Dubai,15.44348430633545°C,56.32%
2023-06-05T12:50:00+04:00 Dubai,15.293068885803223°C,56.32%
2023-06-05T12:55:00+04:00 Dubai,15.293068885803223°C,56.32%
2023-06-05T13:00:00+04:00 Dubai,15.293068885803223°C,56.32%
2023-06-05T13:05:00+04:00 Dubai,15.293068885803223°C,56.32%
2023-06-05T13:10:00+04:00 Dubai,15.293068885803223°C,56.32%
2023-06-05T13:15:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T13:20:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T13:25:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T13:30:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T13:35:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T13:40:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T13:45:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T13:50:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T13:55:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T14:00:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T14:05:00+04:00 Dubai,15.1439208984375°C,56.32%
2023-06-05T14:10:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T14:15:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T14:20:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T14:25:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T14:30:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T14:35:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T14:40:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T14:45:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T14:50:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T14:55:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:00:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:05:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:10:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:15:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:20:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:25:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:30:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:35:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:40:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:45:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:50:00+04:00 Dubai,14.99470329284668°C,56.32%
2023-06-05T15:55:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:00:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:05:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:10:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:15:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:20:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:25:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:30:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:35:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:40:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:45:00+04:00 Dubai,14.84543514251709°C,56.32%
2023-06-05T16:50:00+04:00 Dubai,14.69534969329834°C,56.32%
2023-06-05T16:55:00+04:00 Dubai,14.69534969329834°C,56.32%
2023-06-05T17:00:00+04:00 Dubai,14.69534969329834°C,56.32%
2023-06-05T17:05:00+04:00 Dubai,14.69534969329834°C,56.32%
2023-06-05T17:10:00+04:00 Dubai,14.69534969329834°C,56.32%
2023-06-05T17:15:00+04:00 Dubai,14.69534969329834°C,56.32%
2023-06-05T17:20:00+04:00 Dubai,14.546634674072266°C,56.32%
2023-06-05T17:25:00+04:00 Dubai,14.546634674072266°C,56.32%
2023-06-05T17:30:00+04:00 Dubai,14.546634674072266°C,55.10%
2023-06-05T17:35:00+04:00 Dubai,14.546634674072266°C,55.10%
2023-06-05T17:40:00+04:00 Dubai,14.546634674072266°C,54.06%
2023-06-05T17:45:00+04:00 Dubai,14.546634674072266°C,54.06%
2023-06-05T17:50:00+04:00 Dubai,14.397720336914062°C,53.02%
2023-06-05T17:55:00+04:00 Dubai,14.397720336914062°C,51.89%
2023-06-05T18:00:00+04:00 Dubai,14.397720336914062°C,50.51%
2023-06-05T18:05:00+04:00 Dubai,14.397720336914062°C,50.51%
2023-06-05T18:10:00+04:00 Dubai,14.397720336914062°C,50.51%
2023-06-05T18:15:00+04:00 Dubai,14.397720336914062°C,50.51%
2023-06-05T18:20:00+04:00 Dubai,14.397720336914062°C,49.49%
2023-06-05T18:25:00+04:00 Dubai,14.397720336914062°C,48.40%
2023-06-05T18:30:00+04:00 Dubai,14.397720336914062°C,46.98%
2023-06-05T18:35:00+04:00 Dubai,14.397720336914062°C,46.98%
2023-06-05T18:40:00+04:00 Dubai,14.397720336914062°C,46.98%
2023-06-05T18:45:00+04:00 Dubai,14.397720336914062°C,45.74%
2023-06-05T18:50:00+04:00 Dubai,14.397720336914062°C,43.42%
2023-06-05T18:55:00+04:00 Dubai,14.40108871459961°C,43.20%
2023-06-05T19:00:00+04:00 Dubai,14.40108871459961°C,44.29%
2023-06-05T19:05:00+04:00 Dubai,14.40108871459961°C,42.72%
2023-06-05T19:10:00+04:00 Dubai,14.40108871459961°C,42.72%
2023-06-05T19:15:00+04:00 Dubai,14.40108871459961°C,42.72%
2023-06-05T19:20:00+04:00 Dubai,14.40108871459961°C,41.69%
2023-06-05T19:25:00+04:00 Dubai,14.40108871459961°C,41.69%
2023-06-05T19:30:00+04:00 Dubai,14.40108871459961°C,41.69%
2023-06-05T19:35:00+04:00 Dubai,14.40108871459961°C,40.70%
2023-06-05T19:40:00+04:00 Dubai,14.40108871459961°C,40.70%
2023-06-05T19:45:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T19:50:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T19:55:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T20:00:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T20:05:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T20:10:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T20:15:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T20:20:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T20:25:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T20:30:00+04:00 Dubai,14.40108871459961°C,39.64%
2023-06-05T20:35:00+04:00 Dubai,14.40108871459961°C,38.64%
2023-06-05T20:40:00+04:00 Dubai,14.40108871459961°C,38.64%
2023-06-05T20:45:00+04:00 Dubai,14.40108871459961°C,38.64%
2023-06-05T20:50:00+04:00 Dubai,14.717351913452148°C,37.45%
2023-06-05T20:55:00+04:00 Dubai,14.869424819946289°C,37.45%
2023-06-05T21:00:00+04:00 Dubai,14.869424819946289°C,37.45%
2023-06-05T21:05:00+04:00 Dubai,15.019928932189941°C,37.45%
2023-06-05T21:10:00+04:00 Dubai,15.019928932189941°C,37.45%
2023-06-05T21:15:00+04:00 Dubai,15.019928932189941°C,37.45%
2023-06-05T21:20:00+04:00 Dubai,15.019928932189941°C,37.45%
2023-06-05T21:25:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T21:30:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T21:35:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T21:40:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T21:45:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T21:50:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T21:55:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T22:00:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T22:05:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T22:10:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T22:15:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T22:20:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T22:25:00+04:00 Dubai,15.169330596923828°C,37.45%
2023-06-05T22:30:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T22:35:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T22:40:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T22:45:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T22:50:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T22:55:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:00:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:05:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:10:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:15:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:20:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:25:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:30:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:35:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:40:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:45:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:50:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-05T23:55:00+04:00 Dubai,15.318392753601074°C,37.45%
2023-06-06T00:00:00+04:00 Dubai,14.858529090881348°C,44.80%
2023-06-06T00:05:00+04:00 Dubai,14.70869255065918°C,44.80%
2023-06-06T00:10:00+04:00 Dubai,14.70869255065918°C,42.39%
2023-06-06T00:15:00+04:00 Dubai,14.55642318725586°C,42.39%
2023-06-06T00:20:00+04:00 Dubai,14.55642318725586°C,42.39%
2023-06-06T00:25:00+04:00 Dubai,14.55642318725586°C,42.39%
2023-06-06T00:30:00+04:00 Dubai,14.55642318725586°C,41.39%
2023-06-06T00:35:00+04:00 Dubai,14.407007217407227°C,41.39%
2023-06-06T00:40:00+04:00 Dubai,14.407007217407227°C,39.32%
2023-06-06T00:45:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T00:50:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T00:55:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:00:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:05:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:10:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:15:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:20:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:25:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:30:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:35:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:40:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:45:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:50:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T01:55:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:00:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:05:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:10:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:15:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:20:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:25:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:30:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:35:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:40:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:45:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:50:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T02:55:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:00:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:05:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:10:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:15:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:20:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:25:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:30:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:35:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:40:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:45:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:50:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T03:55:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:00:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:05:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:10:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:15:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:20:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:25:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:30:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:35:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:40:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:45:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:50:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T04:55:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:00:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:05:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:10:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:15:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:20:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:25:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:30:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:35:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:40:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:45:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:50:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T05:55:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:00:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:05:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:10:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:15:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:20:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:25:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:30:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:35:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:40:00+04:00 Dubai,14.705541610717773°C,40.68%
2023-06-06T06:45:00+04:00 Dubai,14.856904983520508°C,40.68%
2023-06-06T06:50:00+04:00 Dubai,14.856904983520508°C,40.68%
2023-06-06T06:55:00+04:00 Dubai,14.856904983520508°C,40.68%
2023-06-06T07:00:00+04:00 Dubai,15.005900382995605°C,40.68%
2023-06-06T07:05:00+04:00 Dubai,15.005900382995605°C,40.68%
2023-06-06T07:10:00+04:00 Dubai,15.15539264678955°C,40.68%
2023-06-06T07:15:00+04:00 Dubai,15.15539264678955°C,40.68%
2023-06-06T07:20:00+04:00 Dubai,15.15539264678955°C,40.68%
2023-06-06T07:25:00+04:00 Dubai,15.15539264678955°C,40.68%
2023-06-06T07:30:00+04:00 Dubai,15.15539264678955°C,40.68%
2023-06-06T07:35:00+04:00 Dubai,15.15539264678955°C,40.68%
2023-06-06T07:40:00+04:00 Dubai,15.305541038513184°C,40.68%
2023-06-06T07:45:00+04:00 Dubai,15.305541038513184°C,40.68%
2023-06-06T07:50:00+04:00 Dubai,15.305541038513184°C,40.68%
2023-06-06T07:55:00+04:00 Dubai,15.305541038513184°C,40.68%
