ts,DMC Building 1 Data Quality Tests Dup of AHU_04_B1 Return Air Temp,DMC Building 1 Data Quality Tests New-Point
2023-03-04T23:35:00+04:00 Dubai,22.47426986694336°C,31.29497528076172%
2023-03-04T23:40:00+04:00 Dubai,22.47426986694336°C,31.29497528076172%
2023-03-04T23:45:00+04:00 Dubai,22.47426986694336°C,31.29497528076172%
2023-03-04T23:50:00+04:00 Dubai,22.47426986694336°C,31.29497528076172%
2023-03-04T23:55:00+04:00 Dubai,22.47426986694336°C,31.29497528076172%
2023-03-05T00:00:00+04:00 Dubai,22.47426986694336°C,0%
2023-03-05T00:05:00+04:00 Dubai,22.47426986694336°C,2.423563003540039%
2023-03-05T00:10:00+04:00 Dubai,22.47426986694336°C,23.091829299926758%
2023-03-05T00:15:00+04:00 Dubai,22.47426986694336°C,23.091829299926758%
2023-03-05T00:20:00+04:00 Dubai,22.47426986694336°C,23.091829299926758%
2023-03-05T00:25:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T00:30:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T00:35:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T00:40:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T00:45:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T00:50:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T00:55:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T01:00:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T01:05:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T01:10:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T01:15:00+04:00 Dubai,22.47426986694336°C,24.124958038330078%
2023-03-05T01:20:00+04:00 Dubai,22.47426986694336°C,25.1481876373291%
2023-03-05T01:25:00+04:00 Dubai,22.47426986694336°C,25.1481876373291%
2023-03-05T01:30:00+04:00 Dubai,22.47426986694336°C,25.1481876373291%
2023-03-05T01:35:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T01:40:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T01:45:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T01:50:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T01:55:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:00:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:05:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:10:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:15:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:20:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:25:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:30:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:35:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:40:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:45:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:50:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T02:55:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T03:00:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T03:05:00+04:00 Dubai,22.47426986694336°C,26.17943572998047%
2023-03-05T03:10:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T03:15:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T03:20:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T03:25:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T03:30:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T03:35:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T03:40:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T03:45:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T03:50:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T03:55:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:00:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:05:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:10:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:15:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:20:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:25:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:30:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:35:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:40:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:45:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:50:00+04:00 Dubai,22.324663162231445°C,26.17943572998047%
2023-03-05T04:55:00+04:00 Dubai,22.473825454711914°C,26.17943572998047%
2023-03-05T05:00:00+04:00 Dubai,22.473825454711914°C,26.17943572998047%
2023-03-05T05:05:00+04:00 Dubai,22.622596740722656°C,26.17943572998047%
2023-03-05T05:10:00+04:00 Dubai,22.622596740722656°C,26.17943572998047%
2023-03-05T05:15:00+04:00 Dubai,22.772090911865234°C,26.17943572998047%
2023-03-05T05:20:00+04:00 Dubai,22.772090911865234°C,26.17943572998047%
2023-03-05T05:25:00+04:00 Dubai,22.772090911865234°C,26.17943572998047%
2023-03-05T05:30:00+04:00 Dubai,22.772090911865234°C,26.17943572998047%
2023-03-05T05:35:00+04:00 Dubai,22.772090911865234°C,26.17943572998047%
2023-03-05T05:40:00+04:00 Dubai,22.772090911865234°C,26.17943572998047%
2023-03-05T05:45:00+04:00 Dubai,22.772090911865234°C,26.17943572998047%
2023-03-05T05:50:00+04:00 Dubai,22.772090911865234°C,26.17943572998047%
2023-03-05T05:55:00+04:00 Dubai,22.92176055908203°C,26.17943572998047%
2023-03-05T06:00:00+04:00 Dubai,22.92176055908203°C,26.17943572998047%
2023-03-05T06:05:00+04:00 Dubai,22.92176055908203°C,26.17943572998047%
2023-03-05T06:10:00+04:00 Dubai,22.92176055908203°C,26.17943572998047%
2023-03-05T06:15:00+04:00 Dubai,22.772001266479492°C,26.17943572998047%
2023-03-05T06:20:00+04:00 Dubai,22.62327003479004°C,26.17943572998047%
2023-03-05T06:25:00+04:00 Dubai,22.62327003479004°C,26.17943572998047%
2023-03-05T06:30:00+04:00 Dubai,22.62327003479004°C,26.17943572998047%
2023-03-05T06:35:00+04:00 Dubai,22.474145889282227°C,26.17943572998047%
2023-03-05T06:40:00+04:00 Dubai,22.474145889282227°C,26.17943572998047%
2023-03-05T06:45:00+04:00 Dubai,22.474145889282227°C,26.17943572998047%
2023-03-05T06:50:00+04:00 Dubai,22.325130462646484°C,26.17943572998047%
2023-03-05T06:55:00+04:00 Dubai,22.325130462646484°C,26.17943572998047%
2023-03-05T07:00:00+04:00 Dubai,22.325130462646484°C,26.17943572998047%
2023-03-05T07:05:00+04:00 Dubai,22.17644500732422°C,26.17943572998047%
2023-03-05T07:10:00+04:00 Dubai,22.17644500732422°C,26.17943572998047%
2023-03-05T07:15:00+04:00 Dubai,22.17644500732422°C,26.17943572998047%
2023-03-05T07:20:00+04:00 Dubai,22.17644500732422°C,26.17943572998047%
2023-03-05T07:25:00+04:00 Dubai,22.17644500732422°C,26.17943572998047%
2023-03-05T07:30:00+04:00 Dubai,22.02714729309082°C,26.17943572998047%
2023-03-05T07:35:00+04:00 Dubai,22.02714729309082°C,26.17943572998047%
2023-03-05T07:40:00+04:00 Dubai,22.02714729309082°C,26.17943572998047%
2023-03-05T07:45:00+04:00 Dubai,22.02714729309082°C,26.17943572998047%
2023-03-05T07:50:00+04:00 Dubai,22.02714729309082°C,26.17943572998047%
2023-03-05T07:55:00+04:00 Dubai,22.02714729309082°C,26.17943572998047%
2023-03-05T08:00:00+04:00 Dubai,22.02714729309082°C,26.17943572998047%
2023-03-05T08:05:00+04:00 Dubai,22.02714729309082°C,27.354631423950195%
2023-03-05T08:10:00+04:00 Dubai,22.02714729309082°C,28.48005485534668%
2023-03-05T08:15:00+04:00 Dubai,22.02714729309082°C,29.638404846191406%
2023-03-05T08:20:00+04:00 Dubai,22.176166534423828°C,30.89808464050293%
2023-03-05T08:25:00+04:00 Dubai,22.176166534423828°C,33.280242919921875%
2023-03-05T08:30:00+04:00 Dubai,22.176166534423828°C,33.280242919921875%
2023-03-05T08:35:00+04:00 Dubai,22.176166534423828°C,35.615257263183594%
2023-03-05T08:40:00+04:00 Dubai,22.325666427612305°C,38.067909240722656%
2023-03-05T08:45:00+04:00 Dubai,22.325666427612305°C,36.759796142578125%
2023-03-05T08:50:00+04:00 Dubai,22.325666427612305°C,36.759796142578125%
2023-03-05T08:55:00+04:00 Dubai,22.325666427612305°C,36.759796142578125%
2023-03-05T09:00:00+04:00 Dubai,22.474342346191406°C,36.759796142578125%
2023-03-05T09:05:00+04:00 Dubai,22.474342346191406°C,36.759796142578125%
2023-03-05T09:10:00+04:00 Dubai,22.474342346191406°C,36.759796142578125%
2023-03-05T09:15:00+04:00 Dubai,22.474342346191406°C,36.759796142578125%
2023-03-05T09:20:00+04:00 Dubai,22.62310028076172°C,37.75715255737305%
2023-03-05T09:25:00+04:00 Dubai,22.62310028076172°C,40.182373046875%
2023-03-05T09:30:00+04:00 Dubai,22.62310028076172°C,42.51170349121094%
2023-03-05T09:35:00+04:00 Dubai,22.62310028076172°C,40.609039306640625%
2023-03-05T09:40:00+04:00 Dubai,22.62310028076172°C,40.609039306640625%
2023-03-05T09:45:00+04:00 Dubai,22.77165985107422°C,40.609039306640625%
2023-03-05T09:50:00+04:00 Dubai,22.77165985107422°C,40.609039306640625%
2023-03-05T09:55:00+04:00 Dubai,22.77165985107422°C,40.609039306640625%
2023-03-05T10:00:00+04:00 Dubai,22.920351028442383°C,40.609039306640625%
2023-03-05T10:05:00+04:00 Dubai,22.920351028442383°C,40.609039306640625%
2023-03-05T10:10:00+04:00 Dubai,22.920351028442383°C,40.609039306640625%
2023-03-05T10:15:00+04:00 Dubai,22.920351028442383°C,41.65021514892578%
2023-03-05T10:20:00+04:00 Dubai,23.068918228149414°C,43.95008850097656%
2023-03-05T10:25:00+04:00 Dubai,23.068918228149414°C,46.19187927246094%
2023-03-05T10:30:00+04:00 Dubai,23.068918228149414°C,47.31425094604492%
2023-03-05T10:35:00+04:00 Dubai,23.068918228149414°C,46.02627182006836%
2023-03-05T10:40:00+04:00 Dubai,23.068918228149414°C,46.02627182006836%
2023-03-05T10:45:00+04:00 Dubai,23.2178897857666°C,47.078521728515625%
2023-03-05T10:50:00+04:00 Dubai,23.2178897857666°C,48.262229919433594%
2023-03-05T10:55:00+04:00 Dubai,23.2178897857666°C,49.35022735595703%
2023-03-05T11:00:00+04:00 Dubai,23.2178897857666°C,50.40506362915039%
2023-03-05T11:05:00+04:00 Dubai,23.2178897857666°C,50.40506362915039%
2023-03-05T11:10:00+04:00 Dubai,23.2178897857666°C,50.40506362915039%
2023-03-05T11:15:00+04:00 Dubai,23.2178897857666°C,50.40506362915039%
2023-03-05T11:20:00+04:00 Dubai,23.2178897857666°C,50.40506362915039%
2023-03-05T11:25:00+04:00 Dubai,23.2178897857666°C,50.40506362915039%
2023-03-05T11:30:00+04:00 Dubai,23.2178897857666°C,50.40506362915039%
2023-03-05T11:35:00+04:00 Dubai,23.2178897857666°C,50.40506362915039%
2023-03-05T11:40:00+04:00 Dubai,23.367271423339844°C,50.40506362915039%
2023-03-05T11:45:00+04:00 Dubai,23.367271423339844°C,50.40506362915039%
2023-03-05T11:50:00+04:00 Dubai,23.367271423339844°C,50.40506362915039%
2023-03-05T11:55:00+04:00 Dubai,23.367271423339844°C,50.40506362915039%
2023-03-05T12:00:00+04:00 Dubai,23.367271423339844°C,50.40506362915039%
2023-03-05T12:05:00+04:00 Dubai,23.367271423339844°C,50.40506362915039%
2023-03-05T12:10:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T12:15:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T12:20:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T12:25:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T12:30:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T12:35:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T12:40:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T12:45:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T12:50:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T12:55:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T13:00:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T13:05:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T13:10:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T13:15:00+04:00 Dubai,23.51589584350586°C,50.40506362915039%
2023-03-05T13:20:00+04:00 Dubai,23.51589584350586°C,49.383758544921875%
2023-03-05T13:25:00+04:00 Dubai,23.51589584350586°C,48.11897277832031%
2023-03-05T13:30:00+04:00 Dubai,23.51589584350586°C,48.11897277832031%
2023-03-05T13:35:00+04:00 Dubai,23.51589584350586°C,48.11897277832031%
2023-03-05T13:40:00+04:00 Dubai,23.51589584350586°C,47.114051818847656%
2023-03-05T13:45:00+04:00 Dubai,23.51589584350586°C,47.114051818847656%
2023-03-05T13:50:00+04:00 Dubai,23.51589584350586°C,47.114051818847656%
2023-03-05T13:55:00+04:00 Dubai,23.51589584350586°C,47.114051818847656%
2023-03-05T14:00:00+04:00 Dubai,23.51589584350586°C,46.097869873046875%
2023-03-05T14:05:00+04:00 Dubai,23.51589584350586°C,44.98618698120117%
2023-03-05T14:10:00+04:00 Dubai,23.51589584350586°C,44.98618698120117%
2023-03-05T14:15:00+04:00 Dubai,23.51589584350586°C,43.84215545654297%
2023-03-05T14:20:00+04:00 Dubai,23.51589584350586°C,43.84215545654297%
2023-03-05T14:25:00+04:00 Dubai,23.51589584350586°C,43.84215545654297%
2023-03-05T14:30:00+04:00 Dubai,23.51589584350586°C,42.83732604980469%
2023-03-05T14:35:00+04:00 Dubai,23.51589584350586°C,42.83732604980469%
2023-03-05T14:40:00+04:00 Dubai,23.51589584350586°C,41.73578643798828%
2023-03-05T14:45:00+04:00 Dubai,23.51589584350586°C,40.71833038330078%
2023-03-05T14:50:00+04:00 Dubai,23.51589584350586°C,39.64491653442383%
2023-03-05T14:55:00+04:00 Dubai,23.51589584350586°C,40.66852951049805%
2023-03-05T15:00:00+04:00 Dubai,23.51589584350586°C,40.66852951049805%
2023-03-05T15:05:00+04:00 Dubai,23.36598777770996°C,40.66852951049805%
2023-03-05T15:10:00+04:00 Dubai,23.36598777770996°C,40.66852951049805%
2023-03-05T15:15:00+04:00 Dubai,23.36598777770996°C,40.66852951049805%
2023-03-05T15:20:00+04:00 Dubai,23.36598777770996°C,40.66852951049805%
2023-03-05T15:25:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T15:30:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T15:35:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T15:40:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T15:45:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T15:50:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T15:55:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:00:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:05:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:10:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:15:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:20:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:25:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:30:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:35:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:40:00+04:00 Dubai,23.216510772705078°C,40.66852951049805%
2023-03-05T16:45:00+04:00 Dubai,23.216510772705078°C,39.667755126953125%
2023-03-05T16:50:00+04:00 Dubai,23.216510772705078°C,39.667755126953125%
2023-03-05T16:55:00+04:00 Dubai,23.216510772705078°C,39.667755126953125%
2023-03-05T17:00:00+04:00 Dubai,23.216510772705078°C,39.667755126953125%
2023-03-05T17:05:00+04:00 Dubai,23.216510772705078°C,39.667755126953125%
2023-03-05T17:10:00+04:00 Dubai,23.216510772705078°C,38.47722625732422%
2023-03-05T17:15:00+04:00 Dubai,23.216510772705078°C,37.35398864746094%
2023-03-05T17:20:00+04:00 Dubai,23.216510772705078°C,36.27400207519531%
2023-03-05T17:25:00+04:00 Dubai,23.067943572998047°C,36.27400207519531%
2023-03-05T17:30:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T17:35:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T17:40:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T17:45:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T17:50:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T17:55:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:00:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:05:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:10:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:15:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:20:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:25:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:30:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:35:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:40:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:45:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:50:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T18:55:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T19:00:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T19:05:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T19:10:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T19:15:00+04:00 Dubai,23.067943572998047°C,36.279666900634766%
2023-03-05T19:20:00+04:00 Dubai,22.91834259033203°C,36.279666900634766%
2023-03-05T19:25:00+04:00 Dubai,22.91834259033203°C,36.279666900634766%
2023-03-05T19:30:00+04:00 Dubai,22.91834259033203°C,36.279666900634766%
2023-03-05T19:35:00+04:00 Dubai,22.91834259033203°C,36.279666900634766%
2023-03-05T19:40:00+04:00 Dubai,22.769777297973633°C,36.279666900634766%
2023-03-05T19:45:00+04:00 Dubai,22.769777297973633°C,36.279666900634766%
2023-03-05T19:50:00+04:00 Dubai,22.769777297973633°C,36.279666900634766%
2023-03-05T19:55:00+04:00 Dubai,22.769777297973633°C,36.279666900634766%
2023-03-05T20:00:00+04:00 Dubai,22.769777297973633°C,36.279666900634766%
2023-03-05T20:05:00+04:00 Dubai,22.769777297973633°C,36.279666900634766%
2023-03-05T20:10:00+04:00 Dubai,22.769777297973633°C,36.279666900634766%
2023-03-05T20:15:00+04:00 Dubai,22.769777297973633°C,36.279666900634766%
2023-03-05T20:20:00+04:00 Dubai,22.769777297973633°C,36.279666900634766%
2023-03-05T20:25:00+04:00 Dubai,22.621042251586914°C,36.279666900634766%
2023-03-05T20:30:00+04:00 Dubai,22.621042251586914°C,36.279666900634766%
2023-03-05T20:35:00+04:00 Dubai,22.621042251586914°C,36.279666900634766%
2023-03-05T20:40:00+04:00 Dubai,22.621042251586914°C,36.279666900634766%
2023-03-05T20:45:00+04:00 Dubai,22.621042251586914°C,36.279666900634766%
2023-03-05T20:50:00+04:00 Dubai,22.621042251586914°C,36.279666900634766%
2023-03-05T20:55:00+04:00 Dubai,22.621042251586914°C,35.22993469238281%
2023-03-05T21:00:00+04:00 Dubai,22.470989227294922°C,35.22993469238281%
2023-03-05T21:05:00+04:00 Dubai,22.470989227294922°C,35.22993469238281%
2023-03-05T21:10:00+04:00 Dubai,22.470989227294922°C,34.156219482421875%
2023-03-05T21:15:00+04:00 Dubai,22.470989227294922°C,34.156219482421875%
2023-03-05T21:20:00+04:00 Dubai,22.470989227294922°C,33.062339782714844%
2023-03-05T21:25:00+04:00 Dubai,22.470989227294922°C,33.062339782714844%
2023-03-05T21:30:00+04:00 Dubai,22.470989227294922°C,31.951457977294922%
2023-03-05T21:35:00+04:00 Dubai,22.470989227294922°C,31.951457977294922%
2023-03-05T21:40:00+04:00 Dubai,22.470989227294922°C,30.794818878173828%
2023-03-05T21:45:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T21:50:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T21:55:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:00:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:05:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:10:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:15:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:20:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:25:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:30:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:35:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:40:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:45:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:50:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T22:55:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T23:00:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T23:05:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T23:10:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T23:15:00+04:00 Dubai,22.470989227294922°C,29.79298210144043%
2023-03-05T23:20:00+04:00 Dubai,22.322410583496094°C,29.79298210144043%
2023-03-05T23:25:00+04:00 Dubai,22.322410583496094°C,29.79298210144043%
2023-03-05T23:30:00+04:00 Dubai,22.322410583496094°C,29.79298210144043%
2023-03-05T23:35:00+04:00 Dubai,22.322410583496094°C,29.79298210144043%
2023-03-05T23:40:00+04:00 Dubai,22.322410583496094°C,29.79298210144043%
2023-03-05T23:45:00+04:00 Dubai,22.322410583496094°C,29.79298210144043%
2023-03-05T23:50:00+04:00 Dubai,22.322410583496094°C,29.79298210144043%
2023-03-05T23:55:00+04:00 Dubai,22.322410583496094°C,29.79298210144043%
2023-03-06T00:00:00+04:00 Dubai,22.322410583496094°C,0%
2023-03-06T00:05:00+04:00 Dubai,22.322410583496094°C,4.285062789916992%
2023-03-06T00:10:00+04:00 Dubai,22.471824645996094°C,20.495946884155273%
2023-03-06T00:15:00+04:00 Dubai,22.471824645996094°C,26.04461097717285%
2023-03-06T00:20:00+04:00 Dubai,22.62055778503418°C,29.71641731262207%
2023-03-06T00:25:00+04:00 Dubai,22.771577835083008°C,32.814910888671875%
2023-03-06T00:30:00+04:00 Dubai,22.771577835083008°C,30.40351676940918%
2023-03-06T00:35:00+04:00 Dubai,22.771577835083008°C,29.137514114379883%
2023-03-06T00:40:00+04:00 Dubai,22.771577835083008°C,29.137514114379883%
2023-03-06T00:45:00+04:00 Dubai,22.771577835083008°C,29.137514114379883%
2023-03-06T00:50:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T00:55:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:00:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:05:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:10:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:15:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:20:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:25:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:30:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:35:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:40:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:45:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:50:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T01:55:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T02:00:00+04:00 Dubai,22.92055892944336°C,29.137514114379883%
2023-03-06T02:05:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:10:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:15:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:20:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:25:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:30:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:35:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:40:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:45:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:50:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T02:55:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:00:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:05:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:10:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:15:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:20:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:25:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:30:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:35:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:40:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:45:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
2023-03-06T03:50:00+04:00 Dubai,23.069782257080078°C,29.137514114379883%
