Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1,discharge_Fan_Vfd_Speed_Sensor_AHU_01_B1
2023-03-07T00:45:00+04:00 Dubai,22.776042938232422°C,36.91847229003906%,57.57136535644531%
2023-03-07T00:50:00+04:00 Dubai,22.776042938232422°C,34.87665939331055%,57.52195739746094%
2023-03-07T00:55:00+04:00 Dubai,22.776042938232422°C,34.87665939331055%,57.27925109863281%
2023-03-07T01:00:00+04:00 Dubai,22.776042938232422°C,34.87665939331055%,57.217098236083984%
2023-03-07T01:05:00+04:00 Dubai,22.776042938232422°C,34.87665939331055%,57.30952453613281%
2023-03-07T01:10:00+04:00 Dubai,22.776042938232422°C,34.87665939331055%,57.170562744140625%
2023-03-07T01:15:00+04:00 Dubai,22.627439498901367°C,34.87665939331055%,57.123573303222656%
2023-03-07T01:20:00+04:00 Dubai,22.627439498901367°C,34.87665939331055%,57.12353515625%
2023-03-07T01:25:00+04:00 Dubai,22.627439498901367°C,34.87665939331055%,57.110435485839844%
2023-03-07T01:30:00+04:00 Dubai,22.627439498901367°C,34.87665939331055%,57.11328887939453%
2023-03-07T01:35:00+04:00 Dubai,22.627439498901367°C,34.87665939331055%,57.112701416015625%
2023-03-07T01:40:00+04:00 Dubai,22.476943969726562°C,34.87665939331055%,57.10984420776367%
2023-03-07T01:45:00+04:00 Dubai,22.476943969726562°C,34.87665939331055%,57.113834381103516%
2023-03-07T01:50:00+04:00 Dubai,22.476943969726562°C,34.87665939331055%,57.112831115722656%
2023-03-07T01:55:00+04:00 Dubai,22.327638626098633°C,34.87665939331055%,57.11327362060547%
2023-03-07T02:00:00+04:00 Dubai,22.327638626098633°C,34.87665939331055%,57.11501693725586%
2023-03-07T02:05:00+04:00 Dubai,22.327638626098633°C,34.87665939331055%,57.11622619628906%
2023-03-07T02:10:00+04:00 Dubai,22.327638626098633°C,34.87665939331055%,57.11518859863281%
2023-03-07T02:15:00+04:00 Dubai,22.17906951904297°C,34.87665939331055%,57.11832046508789%
2023-03-07T02:20:00+04:00 Dubai,22.17906951904297°C,34.87665939331055%,57.11441421508789%
2023-03-07T02:25:00+04:00 Dubai,22.17906951904297°C,34.87665939331055%,57.1087646484375%
2023-03-07T02:30:00+04:00 Dubai,22.17906951904297°C,34.87665939331055%,57.11674880981445%
2023-03-07T02:35:00+04:00 Dubai,22.17906951904297°C,34.87665939331055%,57.151611328125%
2023-03-07T02:40:00+04:00 Dubai,22.17906951904297°C,34.87665939331055%,57.11419677734375%
2023-03-07T02:45:00+04:00 Dubai,22.17906951904297°C,34.87665939331055%,57.11332321166992%
2023-03-07T02:50:00+04:00 Dubai,22.17906951904297°C,34.87665939331055%,57.11339569091797%
2023-03-07T02:55:00+04:00 Dubai,22.17906951904297°C,34.87665939331055%,57.11063003540039%
2023-03-07T03:00:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.11627197265625%
2023-03-07T03:05:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.11330795288086%
2023-03-07T03:10:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.11211013793945%
2023-03-07T03:15:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.11399841308594%
2023-03-07T03:20:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.11131286621094%
2023-03-07T03:25:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.118316650390625%
2023-03-07T03:30:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.11153030395508%
2023-03-07T03:35:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.11634826660156%
2023-03-07T03:40:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.117088317871094%
2023-03-07T03:45:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.1245231628418%
2023-03-07T03:50:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.11785125732422%
2023-03-07T03:55:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.11456298828125%
2023-03-07T04:00:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.10784912109375%
2023-03-07T04:05:00+04:00 Dubai,22.030324935913086°C,34.87665939331055%,57.102996826171875%
2023-03-07T04:10:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.10210418701172%
2023-03-07T04:15:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.098228454589844%
2023-03-07T04:20:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.10371780395508%
2023-03-07T04:25:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.101253509521484%
2023-03-07T04:30:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.101139068603516%
2023-03-07T04:35:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.10093688964844%
2023-03-07T04:40:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.10185241699219%
2023-03-07T04:45:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.10838317871094%
2023-03-07T04:50:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.10934066772461%
2023-03-07T04:55:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.10707473754883%
2023-03-07T05:00:00+04:00 Dubai,21.881269454956055°C,34.87665939331055%,57.10857391357422%
2023-03-07T05:05:00+04:00 Dubai,21.881269454956055°C,33.88164520263672%,57.10829162597656%
2023-03-07T05:10:00+04:00 Dubai,21.881269454956055°C,33.88164520263672%,57.10867691040039%
2023-03-07T05:15:00+04:00 Dubai,22.030376434326172°C,33.88164520263672%,57.10848617553711%
2023-03-07T05:20:00+04:00 Dubai,22.030376434326172°C,33.88164520263672%,57.10649490356445%
2023-03-07T05:25:00+04:00 Dubai,22.030376434326172°C,33.88164520263672%,57.114505767822266%
2023-03-07T05:30:00+04:00 Dubai,22.030376434326172°C,33.88164520263672%,57.11384582519531%
2023-03-07T05:35:00+04:00 Dubai,22.17900276184082°C,33.88164520263672%,57.11398696899414%
2023-03-07T05:40:00+04:00 Dubai,22.17900276184082°C,33.88164520263672%,57.11084747314453%
2023-03-07T05:45:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.11305618286133%
2023-03-07T05:50:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.10848617553711%
2023-03-07T05:55:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.11642837524414%
2023-03-07T06:00:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.111507415771484%
2023-03-07T06:05:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.10938262939453%
2023-03-07T06:10:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.11125946044922%
2023-03-07T06:15:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.11212921142578%
2023-03-07T06:20:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.12155532836914%
2023-03-07T06:25:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.10671615600586%
2023-03-07T06:30:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.11568069458008%
2023-03-07T06:35:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.11184310913086%
2023-03-07T06:40:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.091304779052734%
2023-03-07T06:45:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.116703033447266%
2023-03-07T06:50:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.117366790771484%
2023-03-07T06:55:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.13007354736328%
2023-03-07T07:00:00+04:00 Dubai,22.17900276184082°C,32.89066696166992%,57.11643981933594%
2023-03-07T07:05:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.11635208129883%
2023-03-07T07:10:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.121280670166016%
2023-03-07T07:15:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.117923736572266%
2023-03-07T07:20:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.12519836425781%
2023-03-07T07:25:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.12230682373047%
2023-03-07T07:30:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.12163162231445%
2023-03-07T07:35:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.07879638671875%
2023-03-07T07:40:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.121360778808594%
2023-03-07T07:45:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.12760543823242%
2023-03-07T07:50:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.12438201904297%
2023-03-07T07:55:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.12474060058594%
2023-03-07T08:00:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.122528076171875%
2023-03-07T08:05:00+04:00 Dubai,22.327991485595703°C,32.89066696166992%,57.12766647338867%
2023-03-07T08:10:00+04:00 Dubai,22.477190017700195°C,32.89066696166992%,57.123111724853516%
2023-03-07T08:15:00+04:00 Dubai,22.477190017700195°C,32.89066696166992%,57.35321807861328%
2023-03-07T08:20:00+04:00 Dubai,22.477190017700195°C,32.89066696166992%,57.488304138183594%
2023-03-07T08:25:00+04:00 Dubai,22.625869750976562°C,32.89066696166992%,57.57691955566406%
2023-03-07T08:30:00+04:00 Dubai,22.625869750976562°C,32.89066696166992%,58.076786041259766%
2023-03-07T08:35:00+04:00 Dubai,22.625869750976562°C,32.89066696166992%,58.406898498535156%
2023-03-07T08:40:00+04:00 Dubai,22.625869750976562°C,32.89066696166992%,58.92786407470703%
2023-03-07T08:45:00+04:00 Dubai,22.775230407714844°C,32.89066696166992%,59.03057098388672%
2023-03-07T08:50:00+04:00 Dubai,22.775230407714844°C,32.89066696166992%,59.45563888549805%
2023-03-07T08:55:00+04:00 Dubai,22.775230407714844°C,32.89066696166992%,60.268367767333984%
2023-03-07T09:00:00+04:00 Dubai,22.775230407714844°C,32.89066696166992%,60.749698638916016%
2023-03-07T09:05:00+04:00 Dubai,22.924001693725586°C,33.989112854003906%,61.17997360229492%
2023-03-07T09:10:00+04:00 Dubai,22.924001693725586°C,36.5251350402832%,61.406044006347656%
2023-03-07T09:15:00+04:00 Dubai,22.924001693725586°C,37.79276657104492%,62.148521423339844%
2023-03-07T09:20:00+04:00 Dubai,23.07314109802246°C,39.29914093017578%,62.61110305786133%
2023-03-07T09:25:00+04:00 Dubai,23.07314109802246°C,42.08189010620117%,63.6193962097168%
2023-03-07T09:30:00+04:00 Dubai,23.222135543823242°C,39.11134338378906%,64.2183837890625%
2023-03-07T09:35:00+04:00 Dubai,23.222135543823242°C,39.11134338378906%,64.3930892944336%
2023-03-07T09:40:00+04:00 Dubai,23.222135543823242°C,39.11134338378906%,65.78006744384766%
2023-03-07T09:45:00+04:00 Dubai,23.37080192565918°C,39.11134338378906%,66.55184936523438%
2023-03-07T09:50:00+04:00 Dubai,23.37080192565918°C,40.214881896972656%,67.15792083740234%
2023-03-07T09:55:00+04:00 Dubai,23.37080192565918°C,41.39966583251953%,67.84550476074219%
2023-03-07T10:00:00+04:00 Dubai,23.37080192565918°C,43.98350524902344%,68.3116683959961%
2023-03-07T10:05:00+04:00 Dubai,23.37080192565918°C,46.15133285522461%,69.10751342773438%
2023-03-07T10:10:00+04:00 Dubai,23.519657135009766°C,43.36775588989258%,69.63694763183594%
2023-03-07T10:15:00+04:00 Dubai,23.519657135009766°C,43.36775588989258%,69.8126449584961%
2023-03-07T10:20:00+04:00 Dubai,23.519657135009766°C,43.36775588989258%,70.08781433105469%
2023-03-07T10:25:00+04:00 Dubai,23.519657135009766°C,43.36775588989258%,69.83341979980469%
2023-03-07T10:30:00+04:00 Dubai,23.519657135009766°C,43.36775588989258%,70.06001281738281%
2023-03-07T10:35:00+04:00 Dubai,23.519657135009766°C,43.36775588989258%,69.87871551513672%
2023-03-07T10:40:00+04:00 Dubai,23.668624877929688°C,43.36775588989258%,70.40753173828125%
2023-03-07T10:45:00+04:00 Dubai,23.668624877929688°C,43.36775588989258%,70.32843017578125%
2023-03-07T10:50:00+04:00 Dubai,23.668624877929688°C,43.36775588989258%,70.31312561035156%
2023-03-07T10:55:00+04:00 Dubai,23.668624877929688°C,44.36102294921875%,70.33271026611328%
2023-03-07T11:00:00+04:00 Dubai,23.668624877929688°C,45.43408203125%,70.3260269165039%
2023-03-07T11:05:00+04:00 Dubai,23.668624877929688°C,45.43408203125%,70.31094360351562%
2023-03-07T11:10:00+04:00 Dubai,23.668624877929688°C,46.44517517089844%,70.28196716308594%
2023-03-07T11:15:00+04:00 Dubai,23.668624877929688°C,46.44517517089844%,69.38176727294922%
2023-03-07T11:20:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,69.06483459472656%
2023-03-07T11:25:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,68.77179718017578%
2023-03-07T11:30:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,68.07261657714844%
2023-03-07T11:35:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,67.96043395996094%
2023-03-07T11:40:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,67.62762451171875%
2023-03-07T11:45:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,67.19300079345703%
2023-03-07T11:50:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,66.88189697265625%
2023-03-07T11:55:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,66.65621948242188%
2023-03-07T12:00:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,66.36835479736328%
2023-03-07T12:05:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,65.8162612915039%
2023-03-07T12:10:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,65.3004150390625%
2023-03-07T12:15:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,65.17171478271484%
2023-03-07T12:20:00+04:00 Dubai,23.81715965270996°C,47.506202697753906%,64.69251251220703%
2023-03-07T12:25:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,64.36080932617188%
2023-03-07T12:30:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,64.22078704833984%
2023-03-07T12:35:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,64.08226013183594%
2023-03-07T12:40:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,63.42926025390625%
2023-03-07T12:45:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,63.04243087768555%
2023-03-07T12:50:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,63.04740905761719%
2023-03-07T12:55:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,63.030967712402344%
2023-03-07T13:00:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,62.970367431640625%
2023-03-07T13:05:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,62.46562576293945%
2023-03-07T13:10:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,62.098541259765625%
2023-03-07T13:15:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,61.630802154541016%
2023-03-07T13:20:00+04:00 Dubai,23.966703414916992°C,47.506202697753906%,61.646549224853516%
2023-03-07T13:25:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.159912109375%
2023-03-07T13:30:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.06902313232422%
2023-03-07T13:35:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.74867630004883%
2023-03-07T13:40:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.205101013183594%
2023-03-07T13:45:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.18605041503906%
2023-03-07T13:50:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.837669372558594%
2023-03-07T13:55:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.31886672973633%
2023-03-07T14:00:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.51252746582031%
2023-03-07T14:05:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.38607406616211%
2023-03-07T14:10:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.22128677368164%
2023-03-07T14:15:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.58652877807617%
2023-03-07T14:20:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.1337776184082%
2023-03-07T14:25:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.75424575805664%
2023-03-07T14:30:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,61.18975830078125%
2023-03-07T14:35:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.71987533569336%
2023-03-07T14:40:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.767539978027344%
2023-03-07T14:45:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.81915283203125%
2023-03-07T14:50:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.367225646972656%
2023-03-07T14:55:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.87848663330078%
2023-03-07T15:00:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.712547302246094%
2023-03-07T15:05:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.39576721191406%
2023-03-07T15:10:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,60.51284408569336%
2023-03-07T15:15:00+04:00 Dubai,23.81793785095215°C,47.506202697753906%,59.83961486816406%
2023-03-07T15:20:00+04:00 Dubai,23.66850471496582°C,47.506202697753906%,59.691593170166016%
2023-03-07T15:25:00+04:00 Dubai,23.66850471496582°C,46.349449157714844%,58.99192810058594%
2023-03-07T15:30:00+04:00 Dubai,23.66850471496582°C,45.28982925415039%,59.28818893432617%
2023-03-07T15:35:00+04:00 Dubai,23.66850471496582°C,43.79405212402344%,58.97106170654297%
2023-03-07T15:40:00+04:00 Dubai,23.66850471496582°C,43.79405212402344%,59.227787017822266%
2023-03-07T15:45:00+04:00 Dubai,23.66850471496582°C,42.619598388671875%,58.97320556640625%
2023-03-07T15:50:00+04:00 Dubai,23.66850471496582°C,41.59666442871094%,59.18989562988281%
2023-03-07T15:55:00+04:00 Dubai,23.66850471496582°C,41.59666442871094%,58.97565841674805%
2023-03-07T16:00:00+04:00 Dubai,23.66850471496582°C,41.59666442871094%,59.88987731933594%
2023-03-07T16:05:00+04:00 Dubai,23.66850471496582°C,41.59666442871094%,59.90536880493164%
2023-03-07T16:10:00+04:00 Dubai,23.66850471496582°C,41.59666442871094%,60.34579849243164%
2023-03-07T16:15:00+04:00 Dubai,23.66850471496582°C,41.59666442871094%,60.388397216796875%
2023-03-07T16:20:00+04:00 Dubai,23.66850471496582°C,41.59666442871094%,61.37754821777344%
2023-03-07T16:25:00+04:00 Dubai,23.66850471496582°C,41.59666442871094%,61.18813705444336%
2023-03-07T16:30:00+04:00 Dubai,23.817962646484375°C,41.59666442871094%,62.113487243652344%
2023-03-07T16:35:00+04:00 Dubai,23.96883201599121°C,41.59666442871094%,62.10889434814453%
2023-03-07T16:40:00+04:00 Dubai,23.96883201599121°C,41.59666442871094%,62.780738830566406%
2023-03-07T16:45:00+04:00 Dubai,23.96883201599121°C,41.59666442871094%,62.58138656616211%
2023-03-07T16:50:00+04:00 Dubai,24.11767578125°C,41.59666442871094%,63.0163688659668%
2023-03-07T16:55:00+04:00 Dubai,24.11767578125°C,41.59666442871094%,63.049781799316406%
2023-03-07T17:00:00+04:00 Dubai,24.11767578125°C,41.59666442871094%,63.14249801635742%
2023-03-07T17:05:00+04:00 Dubai,24.11767578125°C,41.59666442871094%,63.04559326171875%
2023-03-07T17:10:00+04:00 Dubai,24.11767578125°C,41.59666442871094%,63.06804656982422%
2023-03-07T17:15:00+04:00 Dubai,24.11767578125°C,41.59666442871094%,63.044921875%
2023-03-07T17:20:00+04:00 Dubai,24.11767578125°C,41.59666442871094%,63.03993606567383%
2023-03-07T17:25:00+04:00 Dubai,24.11767578125°C,41.59666442871094%,62.593502044677734%
2023-03-07T17:30:00+04:00 Dubai,24.11767578125°C,39.44416046142578%,62.16230010986328%
2023-03-07T17:35:00+04:00 Dubai,24.11767578125°C,38.40209197998047%,61.985782623291016%
2023-03-07T17:40:00+04:00 Dubai,24.11767578125°C,39.49671173095703%,61.64811706542969%
2023-03-07T17:45:00+04:00 Dubai,24.11767578125°C,39.49671173095703%,61.215003967285156%
2023-03-07T17:50:00+04:00 Dubai,24.11767578125°C,39.49671173095703%,60.89749526977539%
2023-03-07T17:55:00+04:00 Dubai,24.11767578125°C,39.49671173095703%,60.63753128051758%
2023-03-07T18:00:00+04:00 Dubai,24.11767578125°C,39.49671173095703%,60.310977935791016%
2023-03-07T18:05:00+04:00 Dubai,23.968759536743164°C,39.49671173095703%,59.921417236328125%
2023-03-07T18:10:00+04:00 Dubai,23.968759536743164°C,38.15068054199219%,59.13094711303711%
2023-03-07T18:15:00+04:00 Dubai,23.968759536743164°C,35.76502227783203%,58.955169677734375%
2023-03-07T18:20:00+04:00 Dubai,23.968759536743164°C,34.572021484375%,58.926979064941406%
2023-03-07T18:25:00+04:00 Dubai,23.968759536743164°C,34.58906555175781%,58.481712341308594%
2023-03-07T18:30:00+04:00 Dubai,23.8200740814209°C,34.58906555175781%,58.49106216430664%
2023-03-07T18:35:00+04:00 Dubai,23.8200740814209°C,34.58906555175781%,58.47163772583008%
2023-03-07T18:40:00+04:00 Dubai,23.8200740814209°C,34.58906555175781%,58.17430114746094%
2023-03-07T18:45:00+04:00 Dubai,23.8200740814209°C,34.58906555175781%,58.04752731323242%
2023-03-07T18:50:00+04:00 Dubai,23.8200740814209°C,34.58906555175781%,58.08967971801758%
2023-03-07T18:55:00+04:00 Dubai,23.8200740814209°C,34.58906555175781%,57.97939682006836%
2023-03-07T19:00:00+04:00 Dubai,23.8200740814209°C,34.58906555175781%,58.02009582519531%
2023-03-07T19:05:00+04:00 Dubai,23.8200740814209°C,34.58906555175781%,57.98579788208008%
2023-03-07T19:10:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.782283782958984%
2023-03-07T19:15:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.57173538208008%
2023-03-07T19:20:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.57362747192383%
2023-03-07T19:25:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.575782775878906%
2023-03-07T19:30:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.572444915771484%
2023-03-07T19:35:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.570865631103516%
2023-03-07T19:40:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.5759391784668%
2023-03-07T19:45:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.57528305053711%
2023-03-07T19:50:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.57468032836914%
2023-03-07T19:55:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.57358169555664%
2023-03-07T20:00:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.574615478515625%
2023-03-07T20:05:00+04:00 Dubai,23.67133140563965°C,34.58906555175781%,57.57997512817383%
2023-03-07T20:10:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57688522338867%
2023-03-07T20:15:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.59141540527344%
2023-03-07T20:20:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57710266113281%
2023-03-07T20:25:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.573116302490234%
2023-03-07T20:30:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.577232360839844%
2023-03-07T20:35:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.5781364440918%
2023-03-07T20:40:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.575138092041016%
2023-03-07T20:45:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57390213012695%
2023-03-07T20:50:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.58070755004883%
2023-03-07T20:55:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57752227783203%
2023-03-07T21:00:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57835388183594%
2023-03-07T21:05:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57777404785156%
2023-03-07T21:10:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.5779914855957%
2023-03-07T21:15:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57754135131836%
2023-03-07T21:20:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.578365325927734%
2023-03-07T21:25:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.58030319213867%
2023-03-07T21:30:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57633972167969%
2023-03-07T21:35:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.56877899169922%
2023-03-07T21:40:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.578529357910156%
2023-03-07T21:45:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.578372955322266%
2023-03-07T21:50:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57466506958008%
2023-03-07T21:55:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57532501220703%
2023-03-07T22:00:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57798385620117%
2023-03-07T22:05:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.5726203918457%
2023-03-07T22:10:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57207107543945%
2023-03-07T22:15:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.57862091064453%
2023-03-07T22:20:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.3949089050293%
2023-03-07T22:25:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.464454650878906%
2023-03-07T22:30:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.52539825439453%
2023-03-07T22:35:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.18324661254883%
2023-03-07T22:40:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.12424087524414%
2023-03-07T22:45:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.13756561279297%
2023-03-07T22:50:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.124916076660156%
2023-03-07T22:55:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.13532257080078%
2023-03-07T23:00:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.141666412353516%
2023-03-07T23:05:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.544410705566406%
2023-03-07T23:10:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.494380950927734%
2023-03-07T23:15:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.35426330566406%
2023-03-07T23:20:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.2629508972168%
2023-03-07T23:25:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.12405776977539%
2023-03-07T23:30:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.12184143066406%
2023-03-07T23:35:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.11880111694336%
2023-03-07T23:40:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.12067794799805%
2023-03-07T23:45:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.121028900146484%
2023-03-07T23:50:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.123294830322266%
2023-03-07T23:55:00+04:00 Dubai,23.522281646728516°C,34.58906555175781%,57.11875915527344%
