ts,DMC Building 1 Data Quality Tests Dup of AHU_04_B1 Return Air Temp,DMC Building 1 Data Quality Tests New-Point
2023-02-27T17:15:00+04:00 Dubai,24.569639205932617°C,""
2023-02-27T17:20:00+04:00 Dubai,24.569639205932617°C,""
2023-02-27T17:25:00+04:00 Dubai,24.569639205932617°C,""
2023-02-27T17:30:00+04:00 Dubai,24.569639205932617°C,""
2023-02-27T17:35:00+04:00 Dubai,24.569639205932617°C,""
2023-02-27T17:40:00+04:00 Dubai,24.569639205932617°C,""
2023-02-27T17:45:00+04:00 Dubai,24.42105484008789°C,""
2023-02-27T17:50:00+04:00 Dubai,24.42105484008789°C,""
2023-02-27T17:55:00+04:00 Dubai,24.42105484008789°C,""
2023-02-27T18:00:00+04:00 Dubai,24.42105484008789°C,""
2023-02-27T18:05:00+04:00 Dubai,24.271799087524414°C,""
2023-02-27T18:10:00+04:00 Dubai,24.271799087524414°C,""
2023-02-27T18:15:00+04:00 Dubai,24.271799087524414°C,""
2023-02-27T18:20:00+04:00 Dubai,24.271799087524414°C,""
2023-02-27T18:25:00+04:00 Dubai,24.12302017211914°C,""
2023-02-27T18:30:00+04:00 Dubai,24.12302017211914°C,""
2023-02-27T18:35:00+04:00 Dubai,24.12302017211914°C,""
2023-02-27T18:40:00+04:00 Dubai,24.12302017211914°C,""
2023-02-27T18:45:00+04:00 Dubai,24.12302017211914°C,""
2023-02-27T18:50:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T18:55:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:00:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:05:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:10:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:15:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:20:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:25:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:30:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:35:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:40:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:45:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:50:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T19:55:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:00:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:05:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:10:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:15:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:20:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:25:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:30:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:35:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:40:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:45:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:50:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T20:55:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:00:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:05:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:10:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:15:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:20:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:25:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:30:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:35:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:40:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:45:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:50:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T21:55:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:00:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:05:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:10:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:15:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:20:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:25:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:30:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:35:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:40:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:45:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:50:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T22:55:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:00:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:05:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:10:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:15:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:20:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:25:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:30:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:35:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:40:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:45:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:50:00+04:00 Dubai,23.97435188293457°C,""
2023-02-27T23:55:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:00:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:05:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:10:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:15:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:20:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:25:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:30:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:35:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:40:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:45:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:50:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T00:55:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T01:00:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T01:05:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T01:10:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T01:15:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T01:20:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T01:25:00+04:00 Dubai,23.97435188293457°C,""
2023-02-28T01:30:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T01:35:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T01:40:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T01:45:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T01:50:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T01:55:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T02:00:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T02:05:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T02:10:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T02:15:00+04:00 Dubai,23.825347900390625°C,""
2023-02-28T02:20:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T02:25:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T02:30:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T02:35:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T02:40:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T02:45:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T02:50:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T02:55:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:00:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:05:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:10:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:15:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:20:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:25:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:30:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:35:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:40:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:45:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:50:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T03:55:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T04:00:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T04:05:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T04:10:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T04:15:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T04:20:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T04:25:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T04:30:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T04:35:00+04:00 Dubai,23.67677879333496°C,""
2023-02-28T04:40:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T04:45:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T04:50:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T04:55:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:00:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:05:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:10:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:15:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:20:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:25:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:30:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:35:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:40:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:45:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:50:00+04:00 Dubai,23.527883529663086°C,""
2023-02-28T05:55:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:00:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:05:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:10:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:15:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:20:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:25:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:30:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:35:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:40:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:45:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:50:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T06:55:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T07:00:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T07:05:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T07:10:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T07:15:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T07:20:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T07:25:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T07:30:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T07:35:00+04:00 Dubai,23.676782608032227°C,""
2023-02-28T07:40:00+04:00 Dubai,23.825510025024414°C,""
2023-02-28T07:45:00+04:00 Dubai,23.825510025024414°C,""
2023-02-28T07:50:00+04:00 Dubai,23.825510025024414°C,""
2023-02-28T07:55:00+04:00 Dubai,23.825510025024414°C,""
2023-02-28T08:00:00+04:00 Dubai,23.825510025024414°C,""
2023-02-28T08:05:00+04:00 Dubai,23.825510025024414°C,""
2023-02-28T08:10:00+04:00 Dubai,23.825510025024414°C,""
2023-02-28T08:15:00+04:00 Dubai,23.97466468811035°C,""
2023-02-28T08:20:00+04:00 Dubai,24.12349510192871°C,""
2023-02-28T08:25:00+04:00 Dubai,24.12349510192871°C,""
2023-02-28T08:30:00+04:00 Dubai,24.272329330444336°C,""
2023-02-28T08:35:00+04:00 Dubai,24.272329330444336°C,""
2023-02-28T08:40:00+04:00 Dubai,24.272329330444336°C,""
2023-02-28T08:45:00+04:00 Dubai,24.272329330444336°C,""
2023-02-28T08:50:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T08:55:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:00:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:05:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:10:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:15:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:20:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:25:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:30:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:35:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:40:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:45:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:50:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T09:55:00+04:00 Dubai,24.42161750793457°C,""
2023-02-28T10:00:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:05:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:10:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:15:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:20:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:25:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:30:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:35:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:40:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:45:00+04:00 Dubai,24.570568084716797°C,""
2023-02-28T10:50:00+04:00 Dubai,24.71986961364746°C,""
2023-02-28T10:55:00+04:00 Dubai,24.71986961364746°C,""
2023-02-28T11:00:00+04:00 Dubai,24.71986961364746°C,""
2023-02-28T11:05:00+04:00 Dubai,24.869150161743164°C,""
2023-02-28T11:10:00+04:00 Dubai,24.869150161743164°C,""
2023-02-28T11:15:00+04:00 Dubai,24.869150161743164°C,""
2023-02-28T11:20:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T11:25:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T11:30:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T11:35:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T11:40:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T11:45:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T11:50:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T11:55:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T12:00:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T12:05:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T12:10:00+04:00 Dubai,25.017711639404297°C,""
2023-02-28T12:15:00+04:00 Dubai,25.168424606323242°C,""
2023-02-28T12:20:00+04:00 Dubai,25.168424606323242°C,""
2023-02-28T12:25:00+04:00 Dubai,25.168424606323242°C,""
2023-02-28T12:30:00+04:00 Dubai,25.168424606323242°C,""
2023-02-28T12:35:00+04:00 Dubai,25.168424606323242°C,""
2023-02-28T12:40:00+04:00 Dubai,25.019411087036133°C,""
2023-02-28T12:45:00+04:00 Dubai,24.870155334472656°C,""
2023-02-28T12:50:00+04:00 Dubai,24.7205753326416°C,""
2023-02-28T12:55:00+04:00 Dubai,24.7205753326416°C,""
2023-02-28T13:00:00+04:00 Dubai,24.57191276550293°C,""
2023-02-28T13:05:00+04:00 Dubai,24.57191276550293°C,""
2023-02-28T13:10:00+04:00 Dubai,24.42138671875°C,""
2023-02-28T13:15:00+04:00 Dubai,24.42138671875°C,""
2023-02-28T13:20:00+04:00 Dubai,24.42138671875°C,""
2023-02-28T13:25:00+04:00 Dubai,24.27288246154785°C,""
2023-02-28T13:30:00+04:00 Dubai,24.27288246154785°C,""
2023-02-28T13:35:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T13:40:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T13:45:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T13:50:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T13:55:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:00:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:05:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:10:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:15:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:20:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:25:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:30:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:35:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:40:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:45:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:50:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T14:55:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T15:00:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T15:05:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T15:10:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T15:15:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T15:20:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T15:25:00+04:00 Dubai,24.123619079589844°C,""
2023-02-28T15:30:00+04:00 Dubai,23.975109100341797°C,""
2023-02-28T15:35:00+04:00 Dubai,23.975109100341797°C,""
2023-02-28T15:40:00+04:00 Dubai,23.975109100341797°C,""
2023-02-28T15:45:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T15:50:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T15:55:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T16:00:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T16:05:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T16:10:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T16:15:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T16:20:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T16:25:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T16:30:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T16:35:00+04:00 Dubai,23.825944900512695°C,""
2023-02-28T16:40:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T16:45:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T16:50:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T16:55:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:00:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:05:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:10:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:15:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:20:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:25:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:30:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:35:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:40:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:45:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:50:00+04:00 Dubai,23.97490119934082°C,""
2023-02-28T17:55:00+04:00 Dubai,23.82610321044922°C,""
2023-02-28T18:00:00+04:00 Dubai,23.82610321044922°C,""
2023-02-28T18:05:00+04:00 Dubai,23.82610321044922°C,""
2023-02-28T18:10:00+04:00 Dubai,23.82610321044922°C,""
2023-02-28T18:15:00+04:00 Dubai,23.67755699157715°C,""
2023-02-28T18:20:00+04:00 Dubai,23.67755699157715°C,""
2023-02-28T18:25:00+04:00 Dubai,23.67755699157715°C,""
2023-02-28T18:30:00+04:00 Dubai,23.67755699157715°C,""
2023-02-28T18:35:00+04:00 Dubai,23.67755699157715°C,""
2023-02-28T18:40:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T18:45:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T18:50:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T18:55:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T19:00:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T19:05:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T19:10:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T19:15:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T19:20:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T19:25:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T19:30:00+04:00 Dubai,23.527095794677734°C,""
2023-02-28T19:35:00+04:00 Dubai,23.378368377685547°C,""
2023-02-28T19:40:00+04:00 Dubai,23.378368377685547°C,""
2023-02-28T19:45:00+04:00 Dubai,23.378368377685547°C,""
2023-02-28T19:50:00+04:00 Dubai,23.378368377685547°C,""
2023-02-28T19:55:00+04:00 Dubai,23.378368377685547°C,""
2023-02-28T20:00:00+04:00 Dubai,23.378368377685547°C,""
2023-02-28T20:05:00+04:00 Dubai,23.52781105041504°C,""
2023-02-28T20:10:00+04:00 Dubai,24.138900756835938°C,""
2023-02-28T20:15:00+04:00 Dubai,24.441431045532227°C,""
2023-02-28T20:20:00+04:00 Dubai,24.589935302734375°C,""
2023-02-28T20:25:00+04:00 Dubai,24.738557815551758°C,""
2023-02-28T20:30:00+04:00 Dubai,24.1026554107666°C,""
2023-02-28T20:35:00+04:00 Dubai,24.1026554107666°C,""
2023-02-28T20:40:00+04:00 Dubai,24.1026554107666°C,""
2023-02-28T20:45:00+04:00 Dubai,23.95403480529785°C,""
2023-02-28T20:50:00+04:00 Dubai,23.95403480529785°C,""
2023-02-28T20:55:00+04:00 Dubai,23.95403480529785°C,""
2023-02-28T21:00:00+04:00 Dubai,23.804628372192383°C,""
2023-02-28T21:05:00+04:00 Dubai,23.804628372192383°C,""
2023-02-28T21:10:00+04:00 Dubai,23.6551456451416°C,""
2023-02-28T21:15:00+04:00 Dubai,23.6551456451416°C,""
2023-02-28T21:20:00+04:00 Dubai,23.6551456451416°C,""
2023-02-28T21:25:00+04:00 Dubai,23.6551456451416°C,""
2023-02-28T21:30:00+04:00 Dubai,23.6551456451416°C,""
2023-02-28T21:35:00+04:00 Dubai,23.50631332397461°C,""
2023-02-28T21:40:00+04:00 Dubai,23.50631332397461°C,""
2023-02-28T21:45:00+04:00 Dubai,23.50631332397461°C,""
2023-02-28T21:50:00+04:00 Dubai,23.50631332397461°C,""
2023-02-28T21:55:00+04:00 Dubai,23.50631332397461°C,""
2023-02-28T22:00:00+04:00 Dubai,23.50631332397461°C,""
2023-02-28T22:05:00+04:00 Dubai,23.50631332397461°C,""
2023-02-28T22:10:00+04:00 Dubai,23.50631332397461°C,""
2023-02-28T22:15:00+04:00 Dubai,23.50631332397461°C,""
2023-02-28T22:20:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T22:25:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T22:30:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T22:35:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T22:40:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T22:45:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T22:50:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T22:55:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T23:00:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T23:05:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T23:10:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T23:15:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T23:20:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T23:25:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T23:30:00+04:00 Dubai,23.35778045654297°C,""
2023-02-28T23:35:00+04:00 Dubai,23.208194732666016°C,""
2023-02-28T23:40:00+04:00 Dubai,23.208194732666016°C,""
2023-02-28T23:45:00+04:00 Dubai,23.208194732666016°C,""
2023-02-28T23:50:00+04:00 Dubai,23.208194732666016°C,""
2023-02-28T23:55:00+04:00 Dubai,23.208194732666016°C,""
2023-03-01T00:00:00+04:00 Dubai,23.208194732666016°C,0%
2023-03-01T00:05:00+04:00 Dubai,23.208194732666016°C,4.101961135864258%
2023-03-01T00:10:00+04:00 Dubai,23.208194732666016°C,24.86417007446289%
2023-03-01T00:15:00+04:00 Dubai,23.208194732666016°C,28.62706756591797%
2023-03-01T00:20:00+04:00 Dubai,23.208194732666016°C,32.38176727294922%
2023-03-01T00:25:00+04:00 Dubai,23.208194732666016°C,33.66785430908203%
2023-03-01T00:30:00+04:00 Dubai,23.208194732666016°C,35.078216552734375%
2023-03-01T00:35:00+04:00 Dubai,23.058990478515625°C,36.23411560058594%
2023-03-01T00:40:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T00:45:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T00:50:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T00:55:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:00:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:05:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:10:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:15:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:20:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:25:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:30:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:35:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:40:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:45:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:50:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T01:55:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T02:00:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T02:05:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T02:10:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T02:15:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T02:20:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T02:25:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T02:30:00+04:00 Dubai,23.058990478515625°C,33.9741096496582%
2023-03-01T02:35:00+04:00 Dubai,22.90862274169922°C,33.9741096496582%
2023-03-01T02:40:00+04:00 Dubai,22.90862274169922°C,33.9741096496582%
2023-03-01T02:45:00+04:00 Dubai,22.90862274169922°C,33.9741096496582%
